contig la lo p.values contigs.null isogroup adj.p
c000949 -7737.726641 -7737.726641 1 c000949 isogroup=553 1
c000951p -6303.598876 -6304.330297 0.226478469655051 c000951p isogroup=6305 1
c000953 -4493.617657 -4493.617657 1 c000953 isogroup=565 1
c000954 -7818.391114 -7819.62941 0.115552389883032 c000954 isogroup=555 0.809701756045773
c000960 -3792.131491 -3792.131491 1 c000960 isogroup=561 1
c000964 -9094.7422 -9094.7422 1 c000964 isogroup=564 1
c000966 -10644.021787 -10644.779818 0.218216404089315 c000966 isogroup=567 1
c000967m -9086.333362 -9086.904411 0.285209445689889 c000967m isogroup=637 1
c000968 -9285.281052 -9283.309489 1 c000968 isogroup=568 1
c000972p -9921.703891 -9921.703891 1 c000972p isogroup=661 1
c000975m -2595.375489 -2595.375489 1 c000975m isogroup=20604 1
c000975p -4320.296305 -4321.938605 0.0699326668374576 c000975p isogroup=15412 0.674439832007068
c000977 -11030.945384 -11040.617904 1.09102266495072e-05 c000977 isogroup=573 0.00547886901113823
c000978 -5676.197136 -5676.195356 1 c000978 isogroup=579 1
c000979 -8963.700366 -8963.700366 1 c000979 isogroup=574 1
c000988 -3154.923769 -3156.430608 0.0825647512468996 c000988 isogroup=577 0.717965628356821
c000989 -5062.463454 -5062.463454 1 c000989 isogroup=586 1
c000991 -14119.492119 -14120.285911 0.20767165268489 c000991 isogroup=590 1
c000997 -7957.271631 -7957.271631 1 c000997 isogroup=548 1
c000998 -9357.508066 -9359.726413 0.0351742974003949 c000998 isogroup=582 0.498631581878894
c001002 -8867.323009 -8867.323009 1 c001002 isogroup=587 1
c001006 -13842.838089 -13845.177685 0.0305301051922382 c001006 isogroup=591 0.473199106043174
c001010 -16177.236342 -16178.333372 0.138543704076911 c001010 isogroup=593 0.860054435070405
c001012m -5864.763895 -5865.571004 0.203899893444746 c001012m isogroup=8545 1
c001012p -4379.486361 -4379.486361 1 c001012p isogroup=2048 1
c001014 -16830.129008 -16830.796346 0.247975053098965 c001014 isogroup=596 1
c001016 -1278.39765 -1278.43362 0.788532805391393 c001016 isogroup=599 1
c001020 -5566.976355 -5566.976355 1 c001020 isogroup=592 1
c001021m -5637.230918 -5638.65387 0.0916070564062341 c001021m isogroup=5762 0.739873498674638
c001023 -10229.393026 -10236.367926 0.000187757630106501 c001023 isogroup=602 0.0363860116759221
c001024 -15644.364792 -15644.742617 0.384693281782111 c001024 isogroup=603 1
c001027m -6363.770582 -6363.770582 1 c001027m isogroup=6991 1
c001030 -12611.364087 -12611.364087 1 c001030 isogroup=607 1
c001031 -2460.476915 -2460.497108 0.840727753326339 c001031 isogroup=608 1
c001035 -5330.940463 -5331.015269 0.698906421026499 c001035 isogroup=611 1
c001041p -11341.348714 -11350.931848 1.19812009405883e-05 c001041p isogroup=3770 0.00559358703912649
c001042 -10618.144046 -10618.755871 0.268645525668968 c001042 isogroup=557.1 1
c001046 -14520.3952 -14520.395218 0.995212721516094 c001046 isogroup=617 1
c001049p -8717.517678 -8717.517678 1 c001049p isogroup=1635 1
c001051p -5899.66645 -5900.624299 0.166331686896498 c001051p isogroup=11953 0.924955471637214
c001053 -11852.421874 -11852.421874 1 c001053 isogroup=621 1
c001056m -4681.458364 -4681.458364 1 c001056m isogroup=10986 1
c001058 -16992.229917 -16992.41628 0.541522101284206 c001058 isogroup=344 1
c001061 -17993.518325 -17995.243482 0.0632397546699039 c001061 isogroup=628 0.645327514720442
c001062 -10502.259467 -10501.963968 1 c001062 isogroup=629 1
c001063 -14134.386597 -14135.225245 0.195284138287164 c001063 isogroup=630 0.988929369005935
c001064m -7992.866682 -7992.866682 1 c001064m isogroup=8435 1
c001064p -3045.484146 -3045.484146 1 c001064p isogroup=11655 1
c001065 -11180.669668 -11180.669668 1 c001065 isogroup=631 1
c001066m -3839.57844 -3839.578539 0.988773139514032 c001066m isogroup=20196 1
c001066p -6557.057775 -6557.057775 1 c001066p isogroup=6212 1
c001072 -4376.816499 -4377.917197 0.137885815322838 c001072 isogroup=407.1 0.860054435070405
c001073m -5053.47898 -5053.47898 1 c001073m isogroup=13149 1
c001073p -4674.26004 -4674.26004 1 c001073p isogroup=10692 1
c001074 -15217.097938 -15217.097938 1 c001074 isogroup=641 1
c001075m -1403.766783 -1403.76727 0.975102883926906 c001075m isogroup=23934 1
c001076p -4849.666242 -4849.666242 1 c001076p isogroup=14814 1
c001077 -5708.574812 -5708.574812 1 c001077 isogroup=635 1
c001078 -5044.063611 -5044.537517 0.330276859876848 c001078 isogroup=636 1
c001083 -8415.067066 -8415.096931 0.806923196441173 c001083 isogroup=644 1
c001084 -6312.139507 -6312.139507 1 c001084 isogroup=639 1
c001085 -14936.707203 -14946.031771 1.5711845774289e-05 c001085 isogroup=640 0.00645505471790889
c001087p -5895.312535 -5895.312535 1 c001087p isogroup=8449 1
c001088p -4226.252959 -4226.252959 1 c001088p isogroup=12428 1
c001089 -2366.784699 -2366.784699 1 c001089 isogroup=642 1
c001092 -7135.152277 -7135.152277 1 c001092 isogroup=646 1
c001094m -4244.644246 -4244.644246 1 c001094m isogroup=22513 1
c001094p -8062.302802 -8061.575383 1 c001094p isogroup=2953 1
c001095 -10388.598738 -10389.176307 0.282476163468236 c001095 isogroup=647 1
c001096 -6770.94808 -6770.94808 1 c001096 isogroup=648 1
c001097 -2390.429899 -2390.429899 1 c001097 isogroup=649 1
c001099 -7190.443199 -7190.443199 1 c001099 isogroup=652 1
c001101p -1809.84858 -1809.84858 1 c001101p isogroup=24142 1
c001102 -10709.868176 -10710.751092 0.183898744135175 c001102 isogroup=654 0.963125962451107
c001103p -2686.392385 -2686.662447 0.462381341378528 c001103p isogroup=21315 1
c001108p -11521.611954 -11524.892255 0.0104261089137767 c001108p isogroup=1929 0.30486515936458
c001109 -12917.397153 -12917.397153 1 c001109 isogroup=656 1
c001110 -6878.534925 -6878.793536 0.472029109363812 c001110 isogroup=657 1
c001112 -11244.942173 -11245.079611 0.600079506690959 c001112 isogroup=668 1
c001113 -14884.619065 -14884.628391 0.891368852816772 c001113 isogroup=658 1
c001117m -3493.095143 -3493.095143 1 c001117m isogroup=20119 1
c001119 -12969.206146 -12970.258345 0.146876137134205 c001119 isogroup=491 0.880656628432819
c001120 -4171.320519 -4171.320519 1 c001120 isogroup=671 1
c001122m -3470.987485 -3472.32978 0.10132330180899 c001122m isogroup=23758 0.763798655836674
c001122p -2690.364289 -2691.878154 0.0818524587646726 c001122p isogroup=25102 0.717462314640837
c001124 -6624.707122 -6625.567367 0.18962998342569 c001124 isogroup=665 0.98021618508569
c001125p -6134.362888 -6135.062419 0.236880685534181 c001125p isogroup=8668 1
c001127p -3348.088357 -3348.082977 1 c001127p isogroup=12985 1
c001129 -16822.547559 -16822.547559 1 c001129 isogroup=669 1
c001131 -5952.47011 -5952.47011 1 c001131 isogroup=670 1
c001132m -2527.897946 -2527.897946 1 c001132m isogroup=8176 1
c001132p -9299.84278 -9299.84278 1 c001132p isogroup=5048 1
c001133 -6131.455561 -6131.455561 1 c001133 isogroup=672 1
c001134p -7049.340292 -7049.912296 0.284807007184493 c001134p isogroup=9756 1
c001136 -9097.808876 -9099.17465 0.0983838827463985 c001136 isogroup=673 0.754768478930123
c001140 -9116.806434 -9116.806434 1 c001140 isogroup=685 1
c001142m -3614.256662 -3614.457691 0.526028329435958 c001142m isogroup=20397 1
c001142p -5184.847449 -5184.847449 1 c001142p isogroup=20070 1
c001143m -11630.007437 -11630.650276 0.256845970564518 c001143m isogroup=3249 1
c001143p -5194.183141 -5194.183141 1 c001143p isogroup=22899 1
c001144 -8016.380663 -8016.430235 0.752859295614255 c001144 isogroup=680 1
c001145 -7952.879173 -7952.879173 1 c001145 isogroup=679 1
c001146 -10326.384691 -10326.38473 0.992953365923959 c001146 isogroup=659 1
c001148m -4624.765005 -4624.97829 0.513676814456452 c001148m isogroup=7688 1
c001148p -8021.087408 -8021.087408 1 c001148p isogroup=10585 1
c001149 -12119.052865 -12119.052865 1 c001149 isogroup=686 1
c001153 -12226.677168 -12226.677168 1 c001153 isogroup=689 1
c001161m -1840.198661 -1840.265057 0.715554582000404 c001161m isogroup=716 1
c001162 -9605.435564 -9605.435564 1 c001162 isogroup=691 1
c001163p -5516.965075 -5516.965075 1 c001163p isogroup=10404 1
c001166 -8445.855661 -8446.413584 0.290814679082988 c001166 isogroup=694 1
c001168 -4767.289811 -4768.02344 0.225778818309428 c001168 isogroup=662.1 1
c001178m -5848.277801 -5848.277801 1 c001178m isogroup=10146 1
c001179m -987.198863 -987.198848 1 c001179m isogroup=37396 1
c001179p -9905.39959 -9905.39959 1 c001179p isogroup=2539 1
c001180m -2589.039572 -2589.039572 1 c001180m isogroup=8588 1
c001182 -8167.228748 -8170.768261 0.00779913911995808 c001182 isogroup=703 0.275274769419551
c001183 -10817.483083 -10817.483083 1 c001183 isogroup=702 1
c001185m -6227.005591 -6227.14735 0.594404611326932 c001185m isogroup=6810 1
c001185p -9126.323686 -9126.323686 1 c001185p isogroup=4377 1
c001186 -9782.436029 -9785.254042 0.0175950449682478 c001186 isogroup=693 0.374158813393113
c001187m -3907.253781 -3911.759081 0.00268418288099937 c001187m isogroup=1417 0.181376594544372
c001187p -2155.290518 -2155.290524 0.997236052283244 c001187p isogroup=18187 1
c001190 -1628.139058 -1628.139058 1 c001190 isogroup=707 1
c001191 -1702.049083 -1704.119086 0.0418810209521559 c001191 isogroup=708 0.54381790922831
c001193 -4989.031065 -4989.046606 0.860057571366781 c001193 isogroup=719 1
c001196 -4007.527263 -4007.527263 1 c001196 isogroup=712 1
c001199 -6258.814341 -6258.873416 0.731049689949136 c001199 isogroup=713 1
c001200p -10766.903817 -10772.00063 0.00140926926928812 c001200p isogroup=6592 0.126307154639034
c001201 -5993.614635 -5993.614642 0.99701459638172 c001201 isogroup=714 1
c001202 -10410.641606 -10411.701223 0.145459278753555 c001202 isogroup=715 0.877363384837027
c001203m -7017.304572 -7017.304573 0.998871621018033 c001203m isogroup=4791 1
c001203p -5468.88882 -5471.126698 0.0343789899225804 c001203p isogroup=11684 0.492477831931413
c001204p -3472.279555 -3474.086008 0.0573328550135319 c001204p isogroup=10865 0.619509303853234
c001205m -6778.711644 -6774.218519 1 c001205m isogroup=8750 1
c001205p -4356.41955 -4356.41955 1 c001205p isogroup=10897 1
c001206m -4502.26567 -4503.066836 0.205573045196637 c001206m isogroup=8714 1
c001207p -5263.259066 -5263.259066 1 c001207p isogroup=9226 1
c001208 -6738.868752 -6738.870336 0.955114776831124 c001208 isogroup=717 1
c001209m -1369.81541 -1369.81541 1 c001209m isogroup=24075 1
c001211 -10701.073261 -10702.666694 0.0742321990870255 c001211 isogroup=720 0.688909377836936
c001214m -4176.43379 -4178.250469 0.0566324422955444 c001214m isogroup=7904 0.619422750712442
c001219m -3572.037378 -3572.057235 0.842040815396487 c001219m isogroup=9330 1
c001220p -3853.733478 -3854.020813 0.448409127457976 c001220p isogroup=2019 1
c001221 -3600.145867 -3600.532133 0.379434895857872 c001221 isogroup=724 1
c001222 -2931.777349 -2931.777349 1 c001222 isogroup=725 1
c001223m -1787.761782 -1787.761782 1 c001223m isogroup=26929 1
c001225 -13320.426712 -13323.588979 0.0119078774589834 c001225 isogroup=726 0.316437283361316
c001226p -10102.065562 -10103.105614 0.149230008473596 c001226p isogroup=314 0.883933919857153
c001230 -10301.231177 -10301.259944 0.810436883486161 c001230 isogroup=729 1
c001231m -3678.92927 -3678.92927 1 c001231m isogroup=13618 1
c001232m -6937.151575 -6939.214882 0.0422137348949868 c001232m isogroup=5803 0.545348879602161
c001232p -2722.662069 -2722.662069 1 c001232p isogroup=19766 1
c001233 -14328.360898 -14328.360898 1 c001233 isogroup=730 1
c001235m -5345.808268 -5347.047642 0.115394076388498 c001235m isogroup=13217 0.809701756045773
c001235p -4696.412495 -4696.412495 1 c001235p isogroup=3458 1
c001236m -4358.402117 -4360.698538 0.0321057364534463 c001236m isogroup=15564 0.482001012318055
c001236p -6947.418285 -6947.418285 1 c001236p isogroup=5337 1
c001238m -2466.08356 -2466.08356 1 c001238m isogroup=20552 1
c001239 -10204.506346 -10204.506346 1 c001239 isogroup=731 1
c001240 -5852.478185 -5852.478185 1 c001240 isogroup=733 1
c001243m -4468.919127 -4468.919127 1 c001243m isogroup=21315 1
c001243p -6290.712721 -6290.712721 1 c001243p isogroup=4755 1
c001245 -6510.164064 -6510.164064 1 c001245 isogroup=746 1
c001247 -6656.743845 -6656.743845 1 c001247 isogroup=754 1
c001249 -3666.6052 -3667.595458 0.159336057803628 c001249 isogroup=734 0.910726355918172
c001250p -3632.408462 -3632.408462 1 c001250p isogroup=10908 1
c001251 -2610.605814 -2611.293596 0.240858207069797 c001251 isogroup=736 1
c001253 -14127.997402 -14129.970162 0.0469963268408471 c001253 isogroup=737 0.576013452246229
c001255 -20203.697188 -20205.195577 0.0834302843243927 c001255 isogroup=739 0.719342149201906
c001257 -11533.663603 -11533.673756 0.886685772205771 c001257 isogroup=740 1
c001262 -13501.621838 -13499.833325 1 c001262 isogroup=745 1
c001264 -13642.98466 -13643.435581 0.34228828298563 c001264 isogroup=755 1
c001271 -10452.282484 -10457.804596 0.000889639329130829 c001271 isogroup=752 0.0972072930798164
c001274 -982.236072 -983.007863 0.214085418164107 c001274 isogroup=764 1
c001275m -3891.70645 -3891.70645 1 c001275m isogroup=20462 1
c001276 -9895.873368 -9895.873369 0.998871621018033 c001276 isogroup=757 1
c001277 -6744.644193 -6744.644193 1 c001277 isogroup=766 1
c001278m -4229.32303 -4229.491817 0.561232913549397 c001278m isogroup=15196 1
c001279 -2216.742172 -2217.0803 0.410878946051776 c001279 isogroup=758 1
c001284 -8618.842208 -8620.069989 0.117109247213672 c001284 isogroup=763 0.812793178441129
c001285 -9698.856621 -9698.852702 1 c001285 isogroup=762 1
c001286 -7249.25006 -7249.25006 1 c001286 isogroup=761 1
c001289p -4044.51231 -4044.939455 0.355341543670234 c001289p isogroup=10908 1
c001292 -5175.128349 -5176.326251 0.121661186270715 c001292 isogroup=768 0.821552954757731
c001294 -7197.240018 -7197.240018 1 c001294 isogroup=770 1
c001297 -13145.019278 -13146.413747 0.0949171126361216 c001297 isogroup=773 0.748191606972836
c001299 -9661.406927 -9661.406927 1 c001299 isogroup=784 1
c001301 -8527.603588 -8527.806874 0.523714570832192 c001301 isogroup=777 1
c001302m -6446.211847 -6446.239625 0.813662984122005 c001302m isogroup=20260 1
c001306m -4268.605361 -4268.605361 1 c001306m isogroup=921 1
c001306p -3581.159165 -3581.145994 1 c001306p isogroup=921 1
c001307m -5447.749782 -5448.786523 0.149878991433825 c001307m isogroup=1180 0.884324872871406
c001307p -4746.473665 -4746.473665 1 c001307p isogroup=1180 1
c001308 -19629.96455 -19625.960376 1 c001308 isogroup=779 1
c001309m -9300.121076 -9300.121076 1 c001309m isogroup=2130 1
c001309p -3759.716529 -3759.716529 1 c001309p isogroup=20012 1
c001311p -4870.658536 -4871.655513 0.157928067217445 c001311p isogroup=5717 0.907779419114019
c001313 -6342.713182 -6342.713182 1 c001313 isogroup=783 1
c001316 -7878.509987 -7881.350648 0.0171464436288929 c001316 isogroup=785 0.370482718955086
c001318 -3113.741969 -3113.741969 1 c001318 isogroup=788 1
c001320 -8041.071441 -8043.822751 0.0189880038959677 c001320 isogroup=789 0.388198214812705
c001322 -10498.634798 -10498.647303 0.874342145816809 c001322 isogroup=791 1
c001323 -12692.671442 -12692.934334 0.468384766678387 c001323 isogroup=793 1
c001324 -12647.561791 -12649.509607 0.0484118212543357 c001324 isogroup=792 0.577464460063119
c001325p -3948.755282 -3949.653054 0.18025213842262 c001325p isogroup=10996 0.953822624285797
c001329p -2914.644394 -2914.644394 1 c001329p isogroup=14617 1
c001330m -7078.605745 -7078.605745 1 c001330m isogroup=3512 1
c001335 -12081.181545 -12081.193263 0.878328713446568 c001335 isogroup=801 1
c001336 -8240.855263 -8242.603102 0.0615292086877041 c001336 isogroup=802 0.635142213498903
c001337 -13672.164229 -13672.164229 1 c001337 isogroup=803 1
c001340 -12343.986385 -12343.986385 1 c001340 isogroup=804 1
c001341 -6742.117905 -6742.117905 1 c001341 isogroup=807 1
c001343 -8953.276868 -8955.830667 0.0238212782990154 c001343 isogroup=809 0.433041326387943
c001344 -5072.750487 -5074.331534 0.0753664538656846 c001344 isogroup=808 0.693950113068464
c001347m -6951.831939 -6951.831939 1 c001347m isogroup=1308 1
c001350m -1908.037637 -1909.42592 0.09565306086552 c001350m isogroup=6132 0.749391752974642
c001352 -2149.119196 -2149.119196 1 c001352 isogroup=599 1
c001355p -4402.099329 -4402.255114 0.576718364867101 c001355p isogroup=5745 1
c001356 -12889.08177 -12889.08177 1 c001356 isogroup=813 1
c001357m -4432.110885 -4432.110885 1 c001357m isogroup=10405 1
c001357p -6029.027993 -6029.251489 0.503766877725217 c001357p isogroup=9947 1
c001358m -5067.08462 -5069.72545 0.0215511914362638 c001358m isogroup=3927 0.413295277032386
c001358p -1999.54857 -2000.71208 0.12714507403887 c001358p isogroup=30906 0.833380379995685
c001359m -2871.824019 -2873.637822 0.0568285063213329 c001359m isogroup=17876.1 0.619422750712442
c001360 -11131.899445 -11131.899445 1 c001360 isogroup=814 1
c001365 -7724.783884 -7724.783884 1 c001365 isogroup=815 1
c001366m -4376.197263 -4379.568588 0.00941346910842051 c001366m isogroup=8015 0.292101937198148
c001366p -1347.77082 -1347.769014 1 c001366p isogroup=29481 1
c001373m -5222.965301 -5223.218361 0.476823319525479 c001373m isogroup=2737 1
c001379 -15251.205855 -15251.205855 1 c001379 isogroup=827 1
c001381 -9219.294948 -9219.973153 0.24416063018807 c001381 isogroup=647.1 1
c001382 -5358.499942 -5358.499942 1 c001382 isogroup=839 1
c001384 -6194.149653 -6195.655221 0.0826943178216454 c001384 isogroup=828 0.717965628356821
c001390 -14242.48256 -14243.29084 0.203572114377367 c001390 isogroup=831 1
c001392 -11401.795011 -11401.795011 1 c001392 isogroup=832 1
c001393m -3136.875669 -3136.875669 1 c001393m isogroup=17998 1
c001393p -6274.230262 -6274.230262 1 c001393p isogroup=6398 1
c001394 -4447.482908 -4447.482908 1 c001394 isogroup=834 1
c001395 -3168.449315 -3168.449315 1 c001395 isogroup=833 1
c001396p -3032.165073 -3032.165073 1 c001396p isogroup=6878 1
c001397 -2533.225043 -2533.429265 0.522760327831573 c001397 isogroup=835 1
c001398 -11690.202887 -11690.202887 1 c001398 isogroup=836 1
c001399 -5766.173238 -5766.692086 0.30835792740201 c001399 isogroup=838 1
c001400 -4848.376787 -4850.593452 0.0352436828035488 c001400 isogroup=837 0.498631581878894
c001404 -2350.65672 -2350.65672 1 c001404 isogroup=843 1
c001408 -8752.535973 -8753.845755 0.105553439963611 c001408 isogroup=844 0.77383253523644
c001409 -9423.582682 -9423.574907 1 c001409 isogroup=846 1
c001410 -11733.569986 -11733.588017 0.849387513103181 c001410 isogroup=847 1
