contig	numParameters	likelihood
c002327	19	-11938.227773
c002328	13	-3830.559649
c002329	19	-9409.079362
c002331	9	-11981.660411
c002332	21	-5290.367666
c002333p	17	-5252.395559
c002336	13	-7714.091924
c002340	11	-15794.229824
c002345	15	-11677.132394
c002348	11	-5173.871614
c002350m	15	-6888.201189
c002350p	11	-2436.954417
c002351	15	-6577.645109
c002352	9	-4300.699123
c002359	17	-4575.382338
c002367	17	-11278.806733
c002371	27	-3733.983332
c002373m	13	-10053.127591
c002375	11	-9132.114148
c002378	9	-4480.557042
c002379	13	-4723.097250
c002380	17	-6463.876312
c002382	19	-6315.926600
c002385	15	-6141.011691
c002386	17	-10346.357337
c002387m	9	-8172.486156
c002388	11	-10548.123112
c002391	9	-9298.399890
c002392	11	-10141.731009
c002393	21	-11718.327499
c002395	11	-8965.431727
c002397	15	-1827.454631
c002398	9	-7682.955737
c002402	9	-7766.631697
c002403	21	-5799.985317
c002405	9	-7765.300997
c002407	13	-7154.499929
c002409	13	-8443.234341
c002410	15	-8426.070802
c002413	11	-8452.853691
c002417	13	-8394.539065
c002419	13	-7442.939503
c002422m	15	-3889.289812
c002425	13	-13683.408299
c002428m	27	-4936.331011
c002429	11	-7870.127799
c002430	9	-7035.429469
c002431m	21	-2944.559141
c002431p	21	-3324.523046
c002432	9	-5242.314145
c002434m	19	-5662.538137
c002434p	33	-1967.216513
c002437p	25	-1452.932324
c002438m	25	-4074.519653
c002440m	23	-4495.910342
c002441	9	-9419.175724
c002443	11	-9690.400449
c002446m	11	-4758.523071
c002450	9	-8121.033024
c002451m	21	-3668.530740
c002452	27	-5263.229901
c002454	21	-4996.846727
c002456	11	-8699.517694
c002457	13	-6342.381338
c002458m	17	-5374.435162
c002458p	9	-2770.691650
c002459	13	-4549.280643
c002462	9	-7974.065460
c002465	9	-7305.986643
c002467	11	-7714.342615
c002469m	21	-2871.115861
c002470	13	-5763.179776
c002471	25	-3868.369537
c002473	15	-10287.824066
c002476m	11	-6019.771524
c002476p	13	-3941.011380
c002479	19	-4638.323527
c002480p	13	-4479.228190
c002481	9	-6456.603052
c002483	9	-4385.151226
c002484m	11	-6179.564303
c002485	19	-7173.289104
c002486	27	-4320.029199
c002491m	15	-6214.117554
c002492	13	-11539.666703
c002496	9	-7037.666947
c002498	9	-6699.491123
c002500	9	-5456.536929
c002505	13	-6138.199854
c002508	13	-6951.304411
c002509	11	-10858.451372
c002511m	23	-2432.883495
c002511p	9	-8768.877065
c002512	15	-10924.186417
c002515	11	-10953.849342
c002516	13	-6992.601983
c002517	13	-8687.888240
c002518	15	-8066.066659
c002521	9	-5861.505169
c002528m	25	-4169.655966
c002528p	21	-6572.318010
c002529m	19	-5460.586525
c002530	21	-6955.295336
c002534	13	-14747.579201
c002535	13	-8920.510537
c002538p	17	-6592.235116
c002540	11	-5097.931979
c002542	13	-9464.104764
c002543	13	-9139.603030
c002545	15	-8703.724398
c002547	15	-10422.981861
c002549	13	-7803.132620
c002555m	29	-4584.134438
c002558m	9	-2225.645683
c002560m	17	-5192.229030
c002563	17	-7448.659705
c002564p	27	-1438.059915
c002565	13	-2208.940831
c002568m	21	-5448.931585
c002568p	23	-2784.853994
c002569	17	-7972.883273
c002573	13	-7150.032621
c002575m	15	-9659.234802
c002576	9	-10015.034700
c002578	19	-3468.481957
c002579	11	-5430.853338
c002584	21	-13537.832609
c002590	15	-12158.561357
c002591m	17	-1161.680132
c002593m	13	-3569.454458
c002593p	15	-5562.964993
c002594m	25	-6139.744120
c002594p	27	-6712.164566
c002597	11	-7957.409663
c002600	17	-4159.165247
c002601m	21	-1864.817913
c002601p	19	-3290.158301
c002604	15	-11741.943974
c002605	9	-3376.351816
c002608	11	-5368.895969
c002609p	13	-3596.924267
c002610	9	-6306.870184
c002611m	23	-3442.910406
c002613	9	-13381.580412
c002614	13	-13299.865468
c002615	17	-7502.549174
c002616m	17	-6237.758487
c002616p	21	-5694.771950
c002618	13	-9400.469420
c002619	13	-13522.876800
c002620	13	-14878.997800
c002623	21	-3704.680190
c002627	13	-8953.944664
c002629	15	-9111.474421
c002630	11	-5507.179004
c002632	13	-7403.431822
c002634	19	-7896.445191
c002636m	33	-6361.970137
c002637	9	-3595.795132
c002638p	19	-4345.352956
c002639	11	-9158.115281
c002640	15	-7803.453897
c002645	9	-5786.341873
c002651	15	-5706.619178
c002654m	15	-4271.282669
c002654p	21	-7442.531683
c002656	13	-11499.338643
c002657	13	-7815.230706
c002660m	29	-2088.608395
c002661	17	-12705.066949
c002662	9	-4747.460738
c002667p	9	-3435.766141
c002668	9	-8088.976916
c002669m	21	-7141.139898
c002669p	19	-4234.854963
c002672	9	-8189.144706
c002674	9	-6879.021967
c002676	13	-11857.930359
c002678m	29	-3895.814085
c002678p	9	-2882.801447
c002686	9	-9975.964101
c002688	13	-5439.586070
c002689	19	-5744.047310
c002691p	17	-2867.506765
c002692p	17	-6486.759208
c002697m	15	-3676.089819
c002697p	17	-5084.965295
c002699	9	-6635.545717
c002701	11	-7665.210035
c002706	15	-7821.266992
c002707	19	-4440.866204
c002708m	21	-4182.839584
c002712	13	-4415.933871
c002717	15	-7663.863207
c002722	11	-9141.514641
c002726	15	-12616.610107
c002730	13	-10350.818037
c002732m	25	-3624.857351
c002733	13	-10110.767247
c002734	13	-12904.344634
c002735	11	-4460.490269
c002739	11	-1799.655278
c002740	15	-5217.549631
c002742p	35	-2638.582423
c002746	11	-5054.368977
c002748	11	-7381.278128
c002749	11	-9703.346882
c002754	13	-10199.459042
c002756	11	-4568.261870
c002757	19	-10033.644438
c002758	15	-9709.597771
c002760	11	-4421.241830
c002761	23	-2319.073905
c002765p	11	-5164.821269
c002770	15	-6960.562483
c002774m	25	-3619.088206
c002777	23	-2779.743130
c002778m	15	-934.172333
c002780m	13	-2982.036396
c002780p	19	-4006.053978
c002783m	17	-3590.179303
c002783p	19	-9954.798069
c002784	17	-6347.891305
c002785	13	-5686.490406
c002786m	25	-2909.253210
c002787	11	-10163.171614
c002791p	23	-6241.552001
c002793	15	-8892.685148
c002795	17	-6099.510654
c002796	11	-7507.110380
c002798p	13	-1774.258377
c002799	11	-9801.888728
c002801	9	-3735.070622
c002803	11	-8340.657291
c002806	15	-6831.784216
c002812p	19	-6176.467556
c002813	17	-6033.138372
c002816	9	-7920.965748
c002817	15	-7071.943117
c002819	21	-2275.060041
c002826m	21	-2866.808269
c002826p	13	-1590.824696
c002828m	13	-2811.264525
c002828p	15	-7207.216405
c002829	9	-6272.985395
c002830	19	-12515.490179
c002833	17	-4182.114453
c002835m	29	-2084.980613
c002835p	17	-5406.645642
c002841	9	-8380.257687
c002844	15	-8503.601803
c002847m	13	-4780.120360
c002853	15	-7654.188182
c002855	15	-6797.914091
c002857	9	-8556.927402
c002858	9	-7332.834590
c002859	13	-8405.221402
c002861	15	-5041.893897
c002862m	11	-6957.216782
c002864	9	-8718.510275
c002865	13	-9349.371920
c002866m	11	-3815.870163
c002866p	27	-5806.812132
c002867	15	-961.946383
c002871	11	-5445.867330
c002874	9	-8005.248097
c002875m	21	-2810.613469
c002875p	25	-3986.050037
c002876	11	-6263.694233
c002877	19	-7757.038445
c002878	21	-2992.797372
c002880	13	-9389.498633
c002882	11	-6145.457751
c002883m	25	-9238.108829
c002884	23	-16203.169273
c002885	15	-3188.187441
c002888m	13	-2763.705968
c002891p	33	-1177.535017
c002892	11	-11224.462831
c002893	15	-9573.089125
c002898	11	-4961.310534
c002899	11	-9436.672536
c002900	9	-9370.464648
c002904m	21	-3399.357296
c002906	17	-10227.199852
c002907	9	-6045.303288
c002909m	15	-5751.357792
c002909p	15	-4258.613865
c002910	9	-8411.026033
c002914	15	-6866.969326
c002915	9	-1338.849084
c002917	15	-13313.417639
c002918	15	-3024.353668
c002920	11	-2912.899796
c002921	13	-6965.278397
c002926	11	-9982.226198
c002930	13	-5507.872708
c002931	15	-10768.265983
c002932	11	-10560.586803
c002933	9	-7746.542240
c002934	9	-6987.975800
c002938m	15	-9129.905577
c002940	11	-9637.086224
c002941	19	-11291.670063
c002942	13	-8095.058992
c002944	13	-10794.404099
c002945	11	-9936.589535
c002946	11	-8410.421904
c002947	27	-4763.959042
c002950	13	-8885.910662
c002951p	21	-4748.446198
c002953	15	-7549.901550
c002954	9	-8479.632989
c002955p	13	-4683.645655
c002957	13	-4628.860230
c002958	15	-6984.521958
c002959	11	-8176.864566
c002966	13	-9184.080935
c002967p	17	-5944.062923
c002968	13	-6366.949564
c002969	13	-9134.227699
c002971	9	-6708.717316
c002973	19	-12254.303619
c002974m	11	-6002.326348
c002981	15	-6074.045300
c002982	15	-6603.980141
c002984	9	-6834.620278
c002986p	19	-5860.809006
c002988	15	-5837.396791
c002989m	15	-3501.885108
c002989p	29	-2052.189025
c002990	11	-9354.260126
c002995	15	-5818.810478
c002996	13	-8807.977883
c002997	13	-13807.912884
c003000	15	-4376.229296
c003003	9	-1436.949359
c003004	15	-9600.201914
c003005	15	-6741.105772
c003006	17	-5593.934325
c003010	15	-9342.831125
c003014	13	-9258.118078
c003017	19	-6063.176444
c003018	13	-8633.177877
c003019m	9	-3177.803495
c003020	11	-12917.325064
c003021	17	-10303.047282
c003022m	37	-1329.630510
c003022p	11	-6674.557645
c003023	11	-6466.456676
c003026	9	-13350.430117
c003027	13	-5867.535765
c003030	15	-1786.791600
c003032	15	-2645.345476
c003033	13	-6652.361595
c003034m	15	-7419.717090
c003035	15	-6811.118117
c003039	11	-2805.373008
c003044	11	-9288.622042
c003046	13	-10729.095537
c003047m	9	-4168.783372
c003048	19	-8938.147153
c003054	11	-3676.377238
c003059m	15	-3592.784350
c003059p	11	-6010.364498
c003060	11	-4330.251702
c003062	17	-4601.067469
c003064	11	-3656.331114
c003068	11	-3796.930930
c003069	21	-4576.261775
c003070	15	-7990.237389
c003073	19	-7597.745021
c003074	15	-11180.479896
c003081	13	-9241.275375
c003083	13	-4287.063618
c003085	11	-8682.202876
c003088	21	-5646.908337
c003091	11	-6993.075807
c003092	9	-6247.240777
c003095	9	-3870.226860
c003097	15	-7938.059750
c003098m	19	-6036.737714
c003105m	9	-1763.132128
c003105p	23	-9266.542020
c003106	11	-4721.518519
c003109	13	-7297.629389
c003111	13	-5120.381495
c003113	19	-6622.838341
c003115	17	-3352.731391
c003118m	15	-5397.220173
c003118p	15	-3906.028983
c003120p	19	-6885.914704
c003121	9	-1737.407972
c003122	13	-10257.168258
c003123	9	-1689.982398
c003124	13	-6189.771492
c003127	13	-11803.862152
c003138	21	-8857.490655
c003139m	13	-3202.109403
c003139p	15	-5393.023578
c003141	17	-6285.438751
c003144	15	-4142.964868
c003145	15	-5955.531760
c003147	11	-6271.375186
c003148	13	-6504.132444
c003149	15	-9879.635616
c003150	13	-4466.675595
c003156	9	-2942.043922
c003158	17	-3955.679038
c003159	19	-7836.353254
c003160	11	-7731.092026
c003162m	9	-4045.929366
c003162p	9	-5940.739312
c003163	13	-4824.873600
c003164	11	-9923.655787
c003165	15	-6802.280677
c003166	9	-6435.600165
c003168	9	-7866.510308
c003169	21	-7018.645758
c003170m	23	-3035.240181
c003172	13	-10564.892234
c003173	15	-2362.031849
c003178	15	-6333.028532
c003180	9	-9584.548084
c003181	9	-3509.906969
c003184	9	-4763.037986
c003185	11	-8773.588273
c003190	9	-7397.675947
c003192	15	-7513.491432
c003194	17	-7538.270940
c003199	25	-4838.193742
c003200	13	-4431.738058
c003202	19	-5321.097314
c003204	13	-3662.711604
c003208m	17	-2807.979416
c003208p	11	-5987.032688
c003210	17	-6085.738854
c003211	11	-8748.465801
c003214m	31	-4877.132175
c003216	13	-4458.680104
c003218	11	-10502.613691
c003219m	15	-4252.364493
c003221	13	-6117.534824
c003222	11	-9613.702349
c003225	11	-10278.743140
c003227m	25	-2582.810836
c003229	15	-8420.265658
c003238	11	-5608.992592
c003240	13	-11020.729602
c003242	13	-7760.100752
c003245	13	-9939.785315
c003250	19	-3262.771166
c003252	15	-6158.698922
c003256	11	-5534.154936
c003262	13	-2798.922650
c003263p	15	-5927.174334
c003265m	35	-1403.609975
c003272m	17	-3444.391403
c003272p	9	-4313.205364
c003273	15	-2075.493986
c003276	13	-9015.578792
c003277p	15	-5314.964228
c003280p	15	-5800.437571
c003281	11	-4441.006165
c003284	13	-9519.113877
c003285	19	-5187.752109
c003286	15	-4786.747286
c003287	11	-6185.132498
c003288	15	-4495.280719
c003295	19	-4720.592251
c003297	13	-4865.951322
c003298p	15	-3547.162088
c003300p	31	-1932.411081
c003304	19	-3002.215562
c003306	15	-10957.043418
c003307	21	-4790.374724
c003310	9	-7676.672728
c003311	11	-6742.934915
c003314p	13	-5333.721621
c003316m	19	-2441.842982
c003316p	23	-725.897515
c003317m	31	-3851.066531
c003317p	17	-5904.595652
c003319	29	-7312.147566
c003326	19	-6083.934908
c003327	11	-7187.073079
c003330	29	-6435.826594
c003332	15	-6665.065799
c003334	11	-9691.053685
c003335	9	-5221.731780
c003336	11	-7203.390888
c003337	13	-10552.067388
c003340	15	-3643.902224
c003342	9	-8400.391457
c003346m	15	-5413.706194
c003346p	17	-3877.125966
c003348m	21	-7192.024209
c003348p	11	-3951.321242
c003350	13	-7981.516851
c003351	17	-3361.645657
c003352m	25	-5832.766670
c003352p	13	-1933.408666
c003355p	19	-1604.823407
c003357p	17	-4584.172353
c003358	31	-3810.008544
c003360	37	-1155.975140
c003362	13	-8016.386638
c003363	9	-8092.877368
c003364	13	-8936.127725
c003365m	25	-4090.176318
c003366	11	-6716.248918
c003367	9	-9282.141600
c003368m	11	-2641.076365
c003368p	15	-5081.641213
c003369	13	-9645.732270
c003371	13	-6438.659805
c003373	11	-4870.492632
c003374	13	-9332.424597
c003375m	23	-4221.487100
c003378m	13	-1178.704983
c003378p	29	-2605.524402
c003380	21	-5963.121727
c003383	11	-7007.635163
c003387	21	-7266.234686
c003390m	9	-2534.550311
c003391	13	-7984.458695
c003393	11	-6110.931902
c003395	17	-11057.090921
c003396	19	-7292.106462
c003399p	17	-3893.793643
c003401	15	-5105.077666
c003402	13	-8721.978803
c003405m	33	-1461.067991
c003410	9	-3050.394766
c003411	13	-12760.569169
c003412	11	-9088.485996
c003413	19	-9253.389987
c003419m	13	-1723.964758
c003419p	13	-4788.020303
c003420	19	-8763.471838
c003422	21	-5390.414794
c003427m	21	-5978.503376
c003427p	25	-1705.883707
c003432	11	-7491.264531
c003436	15	-6051.810804
c003437m	13	-2391.181561
c003437p	9	-1446.261845
c003439	9	-3936.941430
c003442	13	-5525.000937
c003443	23	-9326.883629
c003444	9	-9913.726370
c003445	13	-7260.642502
c003447	9	-3600.656548
c003448	11	-3588.594351
c003449	13	-8195.897959
c003450	13	-5017.801263
c003452	17	-8172.088487
c003454	15	-1346.926362
c003455	9	-9051.747008
c003456m	11	-4037.408596
c003456p	33	-4042.165394
c003457	9	-5223.539777
c003458	17	-6554.049449
c003459	13	-9230.382876
c003466	11	-8365.122324
c003467	11	-8504.476775
c003468	9	-1902.136096
c003470m	37	-5313.962511
c003470p	15	-2983.085776
c003473	17	-4964.991274
c003474	15	-9462.869187
c003476	17	-8553.463327
c003478	11	-6873.733643
c003481	15	-4423.719626
c003484	11	-6578.406730
c003485	9	-8052.196278
c003486	31	-3857.721377
c003487	9	-6786.264929
c003489	13	-10614.320235
c003492p	19	-3164.793528
c003493m	21	-5110.177922
c003494	19	-11883.887107
c003495m	15	-3559.531970
c003495p	19	-2281.314961
c003496	19	-6311.479622
c003497m	23	-6852.751497
c003497p	19	-2450.920906
c003501m	35	-1198.247095
c003501p	27	-4865.367803
c003503	19	-7031.192953
c003507	11	-2287.440075
c003508	19	-9674.107502
c003516	11	-3609.929128
c003518	23	-5491.434179
c003520	11	-1650.255305
c003522m	11	-5184.320828
c003523	25	-4552.469285
c003524	11	-7799.059232
c003526m	15	-7012.968304
c003530	15	-5828.899291
c003532m	15	-2376.302305
c003534	27	-2890.780970
c003535	15	-9007.246960
c003537	11	-5850.322665
c003540	11	-4524.704364
c003541	9	-9485.279047
c003543p	23	-9206.623226
c003545	11	-5361.471901
c003547	19	-6755.462245
c003551	23	-6041.048706
c003552	17	-7656.021344
c003553	11	-6248.334284
c003554	17	-5874.747438
c003555m	23	-1536.625520
c003555p	29	-3637.596421
c003557	13	-9739.909224
c003563	19	-2239.422055
c003564	13	-7416.005664
c003567	17	-6991.215797
c003571	13	-4732.705605
c003579p	25	-4059.183148
c003580	13	-7133.351594
c003581	9	-7531.108162
c003582	13	-5139.707235
c003584m	29	-3916.463352
c003584p	17	-4096.679867
c003586	15	-10223.255909
c003589	11	-9095.443563
c003593	13	-7896.820475
c003596	9	-7993.670120
c003601	17	-4804.807408
c003602	23	-6782.964011
c003603	29	-5915.191534
c003604	17	-13738.503530
c003605m	13	-1752.116129
c003606	9	-2937.416914
c003610	11	-7558.935230
c003611	27	-4815.890260
c003612p	25	-5367.408140
c003614	9	-6834.624240
c003616	15	-11431.305236
c003618	9	-2154.920016
c003619p	13	-1818.288663
c003620	9	-9138.303645
c003621	11	-4323.298755
c003623	13	-4157.344357
c003624	11	-9220.986315
c003626	11	-7172.144130
c003627	15	-4249.950950
c003629	13	-5560.791203
c003631	17	-11026.824810
c003633	15	-7473.140795
c003634	9	-5522.329039
c003635	11	-5942.178158
c003636	9	-2725.769294
c003637	17	-7846.482867
c003640	25	-2479.252243
c003642	9	-7641.240984
c003643	15	-6359.240160
c003644	11	-9965.546763
c003646p	29	-3293.891296
c003647	17	-7972.580427
c003648m	13	-6545.138206
c003649	19	-6471.559835
c003650	9	-7747.716435
c003651	9	-5056.344283
c003652	13	-6689.083434
c003653	11	-1735.599375
c003654	21	-5432.774158
c003656m	15	-3433.500475
c003656p	9	-3054.109986
c003657	9	-6380.892687
c003659	21	-8671.149140
c003661	9	-7492.047545
c003662	13	-7331.532986
c003663	15	-7414.099736
c003665	35	-2429.181437
c003666	17	-7301.090043
c003671	19	-5146.640054
c003672	9	-10463.758738
c003673m	19	-8875.409422
c003676	13	-2959.952576
c003678	17	-8973.588762
c003681	11	-7828.981319
c003682	17	-6105.256312
c003689	17	-8585.443012
c003695p	15	-3011.709018
c003696m	19	-3709.474013
c003696p	15	-7319.281240
c003698	9	-5076.278469
c003702	11	-7178.636974
c003705m	9	-4969.293241
c003707	15	-7818.943251
c003708	19	-1973.137459
c003710p	31	-1826.642384
c003711p	15	-1721.743295
c003714	11	-3557.723140
c003715m	19	-3952.357310
c003718	23	-12073.146248
c003720	11	-11057.040743
c003725	13	-7834.037726
c003728	9	-7140.446726
c003734	15	-7098.393211
c003737	11	-8792.809574
c003738	9	-3808.794042
c003739	13	-6671.456521
c003740	17	-7209.923432
c003744	23	-2360.047907
c003746m	19	-6832.324794
c003746p	19	-2858.218848
c003748m	15	-4166.249678
c003748p	21	-4936.651755
c003754m	9	-2752.937856
c003755	13	-10309.820480
c003756	11	-6717.235906
c003757m	19	-4614.805674
c003758	11	-2842.524496
c003760	15	-5758.269875
c003761p	33	-2440.816346
c003762	11	-7503.115885
c003764	27	-5849.904203
c003765	9	-9068.808792
c003768p	11	-3414.196448
c003769	13	-10808.327727
c003770	11	-4894.218007
c003771	11	-6983.953337
c003772	13	-4282.085232
c003773	15	-6382.608511
c003777p	17	-7709.201359
c003779	19	-5872.804976
c003787	17	-4925.169034
c003790	17	-8436.251990
c003792	17	-12126.998543
c003793	11	-8008.930952
c003794	11	-9546.825735
c003796	17	-7389.842981
c003797	9	-6167.386904
c003799	11	-2311.689198
c003803	13	-5626.125502
c003804	11	-1117.542740
c003805	9	-6081.905875
c003808	9	-6839.796252
c003809	23	-6615.578757
c003814	19	-4741.890182
c003817	15	-7564.582109
c003818	13	-8603.563912
c003819	25	-5536.872547
c003820	13	-8994.640348
c003822	21	-3246.605665
c003825	15	-4012.473381
c003829	17	-7342.983861
c003830	19	-4931.050981
c003832	11	-8491.999581
c003833	9	-3159.929829
c003836m	27	-6185.204246
c003836p	23	-1902.041454
c003837m	13	-8238.416736
c003838	19	-6397.868892
c003839m	29	-1961.489999
c003839p	27	-3066.976151
c003841	15	-9304.059531
c003842	15	-7790.197875
c003843p	17	-5088.423375
c003849	15	-7713.061952
c003850	13	-9818.509279
c003851	13	-6110.039306
c003852	23	-3660.842467
c003853	15	-5911.603553
c003854	9	-10062.543607
c003855	9	-4079.455942
c003858	11	-5286.032913
c003860	13	-4431.069081
c003862	23	-6161.776652
c003865	11	-3209.059129
c003866	11	-4827.555543
c003867	11	-8800.939135
c003869	23	-2420.888512
c003871	11	-8364.416975
c003874p	17	-5056.448226
c003875	13	-8023.099083
c003876m	21	-2261.445781
c003878	15	-5654.825068
c003884	19	-3781.555706
c003885	15	-8197.456880
c003888	13	-7648.627554
c003889	27	-2736.419287
c003892	19	-4360.043368
c003895	11	-6225.431590
c003897m	19	-2788.815988
c003897p	23	-6709.754619
c003898	19	-10492.047174
c003899	17	-3169.688879
c003900	17	-9101.545402
c003901	11	-6427.810915
c003904m	37	-3162.373099
c003905	9	-3366.843441
c003907	9	-5361.410939
c003909	19	-6609.158582
c003910	19	-6068.141559
c003913	13	-6431.384316
c003915	17	-14892.570331
