contig	total	optimal	suboptimal	ambiguous	fop
c008172	77	8	69	0	0.103896103896
c000360	1896	248	1544	104	0.130801687764
c000367	577	77	500	0	0.133448873484
c052397	54	4	50	0	0.0740740740741
c052395	82	7	75	0	0.0853658536585
c049533	114	14	100	0	0.122807017544
c049531	114	6	108	0	0.0526315789474
c018302	246	22	224	0	0.0894308943089
c036866	95	8	87	0	0.0842105263158
c002581	1045	136	909	0	0.13014354067
c042759	29	4	25	0	0.137931034483
c005502	557	70	487	0	0.125673249551
c005500	388	44	344	0	0.113402061856
c005506	555	73	478	4	0.131531531532
c033986	156	13	143	0	0.0833333333333
c033984	104	19	85	0	0.182692307692
c003968m	106	15	91	0	0.141509433962
c003968p	315	36	279	0	0.114285714286
c037062	117	7	110	0	0.0598290598291
c028850	267	33	234	0	0.123595505618
c028855	205	17	188	0	0.0829268292683
c028856	125	11	114	0	0.088
c005017m	407	49	358	0	0.120393120393
c006693	120	21	99	0	0.175
c003485	966	114	852	0	0.11801242236
c004455	501	71	430	0	0.141716566866
c004453	527	62	465	0	0.117647058824
c004450	423	51	372	0	0.120567375887
c003844	361	35	303	23	0.0969529085873
c003488	638	74	564	0	0.115987460815
c031050	113	17	96	0	0.150442477876
c009629	322	34	288	0	0.105590062112
c022761	187	23	164	0	0.122994652406
c018370	325	45	280	0	0.138461538462
c030986	254	28	226	0	0.110236220472
c030981	105	14	91	0	0.133333333333
c003952	576	92	484	0	0.159722222222
c003956	382	52	330	0	0.13612565445
c003954	319	39	271	9	0.122257053292
c003958	996	137	859	0	0.137550200803
c035367	194	15	178	1	0.0773195876289
c020911	256	48	208	0	0.1875
c020913	172	21	151	0	0.122093023256
c020918	49	3	46	0	0.0612244897959
c017675	200	31	169	0	0.155
c038731	133	18	86	29	0.135338345865
c003711m	440	50	266	124	0.113636363636
c038730	114	15	99	0	0.131578947368
c007530	582	90	485	7	0.154639175258
c025660	202	14	187	1	0.0693069306931
c025324	116	12	100	4	0.103448275862
c037054	53	5	48	0	0.0943396226415
c025322	178	16	123	39	0.0898876404494
c003188	887	121	766	0	0.136414881623
c003189	1047	150	897	0	0.143266475645
c034571	117	20	97	0	0.17094017094
c034576	109	12	97	0	0.110091743119
c034574	109	20	89	0	0.183486238532
c034579	139	12	127	0	0.0863309352518
c000530m	94	6	88	0	0.063829787234
c000781m	1342	167	1175	0	0.124441132638
c025594	355	39	233	83	0.10985915493
c011065	538	77	434	27	0.14312267658
c022487	228	33	195	0	0.144736842105
c011062	242	28	214	0	0.115702479339
c011068	461	72	389	0	0.156182212581
c008027	564	62	479	23	0.109929078014
c035082	52	4	48	0	0.0769230769231
c026676	59	6	53	0	0.101694915254
c026674	196	39	157	0	0.198979591837
c017736	52	3	27	22	0.0576923076923
c017734	157	12	145	0	0.0764331210191
c017739	88	12	70	6	0.136363636364
c035893	52	4	48	0	0.0769230769231
c043990	129	21	108	0	0.162790697674
c041940	26	4	22	0	0.153846153846
c023797	299	26	273	0	0.0869565217391
c023795	175	25	150	0	0.142857142857
c023793	167	30	137	0	0.179640718563
c023799	77	7	69	1	0.0909090909091
c050394	63	6	57	0	0.0952380952381
c027073	155	30	125	0	0.193548387097
c010336	255	26	229	0	0.101960784314
c017556	135	18	116	1	0.133333333333
c007845p	275	32	243	0	0.116363636364
c012535	195	10	185	0	0.0512820512821
c010339	266	35	231	0	0.131578947368
c016869	456	58	383	15	0.127192982456
c016864	402	38	364	0	0.0945273631841
c016866	347	50	297	0	0.14409221902
c016860	306	35	271	0	0.114379084967
c010089	497	74	386	37	0.148893360161
c010084	343	53	290	0	0.154518950437
c010086	493	62	431	0	0.125760649087
c010080	569	71	498	0	0.124780316344
c010082	619	119	464	36	0.192245557351
c051627	65	1	31	33	0.0153846153846
c054986	100	9	91	0	0.09
c014506	530	52	467	11	0.0981132075472
c014502	196	18	178	0	0.0918367346939
c014508	276	45	231	0	0.163043478261
c003496	413	58	355	0	0.140435835351
c003494	1044	120	924	0	0.114942528736
c011205	319	61	258	0	0.191222570533
c045411	94	10	81	3	0.106382978723
c013998	311	31	280	0	0.0996784565916
c013993	322	35	248	39	0.108695652174
c013991	102	18	84	0	0.176470588235
c009632	296	32	264	0	0.108108108108
c043562	107	8	99	0	0.0747663551402
c009143p	352	49	303	0	0.139204545455
c043564	132	20	112	0	0.151515151515
c045537	83	11	72	0	0.132530120482
c005396	407	61	346	0	0.149877149877
c017839	107	18	89	0	0.168224299065
c010159	263	26	237	0	0.0988593155894
c005394	548	56	492	0	0.102189781022
c046139	118	14	104	0	0.118644067797
c004235	454	44	410	0	0.0969162995595
c028280	242	28	214	0	0.115702479339
c010153	464	52	412	0	0.112068965517
c017835	77	14	63	0	0.181818181818
c021307	185	18	167	0	0.0972972972973
c021305	293	35	258	0	0.119453924915
c021303	254	31	223	0	0.122047244094
c012845	499	56	443	0	0.112224448898
c021309	330	31	299	0	0.0939393939394
c045294	47	7	40	0	0.148936170213
c038865	149	27	122	0	0.181208053691
c024388	141	17	124	0	0.120567375887
c046798	108	12	96	0	0.111111111111
c047262	120	17	100	3	0.141666666667
c018141	123	15	108	0	0.121951219512
c041548	133	20	113	0	0.15037593985
c044797	71	11	60	0	0.154929577465
c044793	76	11	42	23	0.144736842105
c008891p	269	38	231	0	0.14126394052
c045978	88	11	77	0	0.125
c042370	87	5	59	23	0.0574712643678
c052623	105	9	96	0	0.0857142857143
c044242	135	9	108	18	0.0666666666667
c044240	131	22	109	0	0.167938931298
c044246	65	6	59	0	0.0923076923077
c019895	221	22	199	0	0.0995475113122
c019897	369	55	307	7	0.149051490515
c032710	122	9	101	12	0.0737704918033
c019899	341	42	299	0	0.123167155425
c000124m	555	90	465	0	0.162162162162
c037515	130	19	111	0	0.146153846154
c028289	28	2	26	0	0.0714285714286
c035916	159	23	136	0	0.14465408805
c035912	152	17	135	0	0.111842105263
c003372	628	80	548	0	0.127388535032
c031615	161	25	136	0	0.155279503106
c031617	177	20	157	0	0.112994350282
c017948	193	28	165	0	0.145077720207
c026023	56	7	49	0	0.125
c007941m	443	46	397	0	0.103837471783
c001934m	674	95	579	0	0.140949554896
c001934p	206	34	172	0	0.165048543689
c030258	240	29	211	0	0.120833333333
c030252	70	7	63	0	0.1
c038087	141	18	123	0	0.127659574468
c022456m	74	12	59	3	0.162162162162
c000959	574	79	495	0	0.137630662021
c000953	432	51	381	0	0.118055555556
c000957	718	89	629	0	0.123955431755
c000955	1635	172	1318	145	0.105198776758
c001604	1305	158	1147	0	0.121072796935
c001601	576	99	465	12	0.171875
c001602	362	53	309	0	0.146408839779
c001608	722	76	646	0	0.105263157895
c025654	146	16	130	0	0.109589041096
c025653	194	19	175	0	0.0979381443299
c034774	96	10	86	0	0.104166666667
c001938m	173	21	152	0	0.121387283237
c032739	166	23	143	0	0.138554216867
c032735	97	6	91	0	0.0618556701031
c039879	127	17	110	0	0.133858267717
c034889	117	18	99	0	0.153846153846
c003775	615	77	538	0	0.125203252033
c039871	159	11	148	0	0.0691823899371
c007602	706	115	591	0	0.162889518414
c007604	464	59	405	0	0.127155172414
c012781	247	38	209	0	0.153846153846
c007608	643	70	573	0	0.108864696734
c012785	181	22	159	0	0.121546961326
c012787	224	22	202	0	0.0982142857143
c019770	391	30	283	78	0.076726342711
c019776	363	48	315	0	0.132231404959
c032483	159	17	142	0	0.106918238994
c032485	134	16	106	12	0.119402985075
c032487	134	7	127	0	0.0522388059701
c026307	75	10	65	0	0.133333333333
c029171	274	40	234	0	0.14598540146
c033287	164	21	143	0	0.128048780488
c033281	56	6	44	6	0.107142857143
c026308	123	15	108	0	0.121951219512
c048050	44	5	39	0	0.113636363636
c045668	76	6	70	0	0.0789473684211
c004063	609	69	540	0	0.113300492611
c004061	675	57	520	98	0.0844444444444
c004067	1043	62	582	399	0.0594439117929
c049985	104	12	92	0	0.115384615385
c049981	113	20	93	0	0.176991150442
c012824m	220	31	184	5	0.140909090909
c040172	112	15	97	0	0.133928571429
c009124	592	89	478	25	0.150337837838
c009126	332	40	292	0	0.120481927711
c009120	652	61	591	0	0.0935582822086
c009122	439	62	333	44	0.141230068337
c009128	475	64	411	0	0.134736842105
c002960	767	73	520	174	0.0951760104302
c002962	756	91	659	6	0.12037037037
c005739	475	87	388	0	0.183157894737
c005734	671	82	589	0	0.122205663189
c005736	472	64	408	0	0.135593220339
c005730	271	47	224	0	0.173431734317
c010260p	161	16	145	0	0.0993788819876
c009293	48	6	42	0	0.125
c009291	332	36	296	0	0.10843373494
c009297	417	46	371	0	0.1103117506
c009298	266	37	227	2	0.139097744361
c023167	233	38	195	0	0.163090128755
c006725	97	23	74	0	0.237113402062
c035756	146	37	109	0	0.253424657534
c020230	398	49	349	0	0.123115577889
c020234	315	33	254	28	0.104761904762
c020236	264	50	195	19	0.189393939394
c035757	41	7	34	0	0.170731707317
c009876	410	54	356	0	0.131707317073
c009874	414	68	344	2	0.164251207729
c009872	353	59	294	0	0.167138810198
c029405	132	14	118	0	0.106060606061
c009878	190	25	165	0	0.131578947368
c042615	134	18	116	0	0.134328358209
c008658m	162	30	132	0	0.185185185185
c029406	133	24	109	0	0.18045112782
c021142	282	20	262	0	0.0709219858156
c021146	193	10	155	28	0.0518134715026
c021148	162	17	145	0	0.104938271605
c050971	104	12	92	0	0.115384615385
c003268	410	50	360	0	0.121951219512
c024247	258	36	222	0	0.139534883721
c024241	90	14	76	0	0.155555555556
c024243	287	39	248	0	0.135888501742
c037953	90	7	83	0	0.0777777777778
c001178p	134	11	123	0	0.0820895522388
c001178m	566	72	494	0	0.127208480565
c016259	317	39	278	0	0.123028391167
c016257	400	48	352	0	0.12
c016255	148	16	132	0	0.108108108108
c001651m	429	48	381	0	0.111888111888
c042210	41	5	36	0	0.121951219512
c044003	91	8	83	0	0.0879120879121
c001143m	935	101	834	0	0.108021390374
c037956	127	18	109	0	0.141732283465
c016785	241	26	215	0	0.107883817427
c016781	223	21	201	1	0.0941704035874
c016783	311	35	276	0	0.112540192926
c016788	104	14	90	0	0.134615384615
c003419p	467	67	385	15	0.143468950749
c025116	300	36	264	0	0.12
c025112	204	36	168	0	0.176470588235
c025110	309	49	260	0	0.15857605178
c023459	79	12	67	0	0.151898734177
c014091	274	10	264	0	0.036496350365
c014097	239	29	210	0	0.121338912134
c023451	229	37	192	0	0.161572052402
c023453	239	32	191	16	0.133891213389
c013513	136	15	121	0	0.110294117647
c037958	142	22	119	1	0.154929577465
c010785	150	26	124	0	0.173333333333
c010788	477	82	374	21	0.171907756813
c011788	601	72	529	0	0.119800332779
c011781	228	10	93	125	0.0438596491228
c044500	72	8	64	0	0.111111111111
c011784	460	59	356	45	0.128260869565
c011786	488	64	398	26	0.131147540984
c025823	137	23	113	1	0.167883211679
c000423m	147	18	128	1	0.122448979592
c017676	125	23	99	3	0.184
c017674	49	3	46	0	0.0612244897959
c017672	492	55	340	97	0.111788617886
c017670	219	26	193	0	0.118721461187
c017678	457	56	401	0	0.122538293217
c000805m	32	4	28	0	0.125
c020657	175	27	143	5	0.154285714286
c012230	196	22	174	0	0.112244897959
c037204	101	13	88	0	0.128712871287
c010167	457	69	388	0	0.150984682713
c010165	100	14	86	0	0.14
c010163	596	74	517	5	0.124161073826
c051156	72	6	66	0	0.0833333333333
c030630	104	20	84	0	0.192307692308
c054761	73	3	70	0	0.041095890411
c050180	112	15	97	0	0.133928571429
c027203	94	12	82	0	0.127659574468
c027207	165	17	148	0	0.10303030303
c026343	133	15	113	5	0.112781954887
c042511	112	14	97	1	0.125
c009154	247	36	210	1	0.145748987854
c006716	239	32	207	0	0.133891213389
c006714	788	95	693	0	0.120558375635
c006719	168	23	145	0	0.136904761905
c053985	33	3	30	0	0.0909090909091
c053987	66	6	60	0	0.0909090909091
c026341	195	36	159	0	0.184615384615
c002105p	537	106	431	0	0.19739292365
c046073	59	10	49	0	0.169491525424
c026340	128	17	111	0	0.1328125
c041860	145	15	130	0	0.103448275862
c013542	207	30	177	0	0.144927536232
c041868	57	9	48	0	0.157894736842
c020779	258	29	229	0	0.112403100775
c026347	267	26	219	22	0.0973782771536
c020776	175	25	143	7	0.142857142857
c007449	476	63	413	0	0.132352941176
c043643	106	7	99	0	0.0660377358491
c007498	536	57	479	0	0.106343283582
c001939	611	71	529	11	0.11620294599
c001932	760	104	656	0	0.136842105263
c001930	1097	141	877	79	0.128532360985
c001935	882	120	762	0	0.136054421769
c039362	152	18	131	3	0.118421052632
c007199	452	66	386	0	0.146017699115
c007191	339	45	294	0	0.132743362832
c007197	326	43	283	0	0.131901840491
c007195	780	87	693	0	0.111538461538
c045762	102	10	92	0	0.0980392156863
c012238	121	10	111	0	0.0826446280992
c045768	112	10	99	3	0.0892857142857
c045567	51	9	42	0	0.176470588235
c020098	231	25	206	0	0.108225108225
c021027	330	43	286	1	0.130303030303
c045560	62	8	54	0	0.129032258065
c012233	341	44	297	0	0.129032258065
c052874	61	5	56	0	0.0819672131148
c037499	123	19	104	0	0.154471544715
c001260	1163	169	981	13	0.145313843508
c008797m	440	50	390	0	0.113636363636
c008797p	192	27	165	0	0.140625
c048615	94	8	86	0	0.0851063829787
c001964	1022	113	709	200	0.110567514677
c037767	175	23	143	9	0.131428571429
c001968	743	90	653	0	0.121130551817
c044560	125	17	108	0	0.136
c016418m	224	25	199	0	0.111607142857
c049252	102	10	92	0	0.0980392156863
c049256	89	9	80	0	0.101123595506
c049254	69	11	57	1	0.159420289855
c041081	46	4	42	0	0.0869565217391
c028406	302	28	274	0	0.0927152317881
c041089	105	17	85	3	0.161904761905
c039382	57	2	55	0	0.0350877192982
c054432	82	17	65	0	0.207317073171
c028171	242	18	224	0	0.0743801652893
c031409	133	20	113	0	0.15037593985
c031404	136	17	119	0	0.125
c031400	205	46	159	0	0.224390243902
c039650	142	16	126	0	0.112676056338
c039656	159	14	145	0	0.0880503144654
c009050	80	6	72	2	0.075
c035726	92	12	80	0	0.130434782609
c020880	306	42	243	21	0.137254901961
c024343	190	28	162	0	0.147368421053
c000859	1603	215	1388	0	0.134123518403
c008375	345	33	261	51	0.095652173913
c029754	103	8	95	0	0.0776699029126
c029756	184	24	160	0	0.130434782609
c029752	153	17	136	0	0.111111111111
c001100	324	48	276	0	0.148148148148
c001104	898	110	675	113	0.122494432071
c000822m	298	37	261	0	0.124161073826
c004279m	346	27	205	114	0.0780346820809
c030355	148	16	132	0	0.108108108108
c030353	208	16	192	0	0.0769230769231
c040871	94	12	82	0	0.127659574468
c040875	82	16	66	0	0.19512195122
c036721	23	3	20	0	0.130434782609
c026800	101	18	83	0	0.178217821782
c004138	938	120	818	0	0.127931769723
c002345	1071	133	938	0	0.124183006536
c004139	720	106	596	18	0.147222222222
c002340	1206	162	1044	0	0.134328358209
c037195	118	16	102	0	0.135593220339
c002348	669	113	556	0	0.168908819133
c006454	728	105	623	0	0.144230769231
c006450	828	116	708	4	0.140096618357
c006452	222	18	204	0	0.0810810810811
c050047	100	6	94	0	0.06
c008992	332	50	282	0	0.150602409639
c004137	457	60	397	0	0.131291028446
c008999	116	20	96	0	0.172413793103
c033658	144	20	124	0	0.138888888889
c004449p	203	32	169	2	0.15763546798
c004079m	543	75	468	0	0.138121546961
c000656p	305	42	263	0	0.137704918033
c016701	126	19	107	0	0.150793650794
c013629	405	30	264	111	0.0740740740741
c022128	81	15	66	0	0.185185185185
c022121	253	39	205	9	0.154150197628
c022127	208	27	181	0	0.129807692308
c023698	265	15	106	144	0.0566037735849
c023692	118	20	98	0	0.169491525424
c000690	424	59	365	0	0.139150943396
c023696	214	34	180	0	0.158878504673
c023695	228	36	192	0	0.157894736842
c016703	385	50	319	16	0.12987012987
c034929	147	23	124	0	0.156462585034
c034925	58	8	50	0	0.137931034483
c034921	99	9	71	19	0.0909090909091
c034923	105	14	91	0	0.133333333333
c026115	175	20	152	3	0.114285714286
c026110	115	9	106	0	0.0782608695652
c026118	315	30	285	0	0.0952380952381
c000804	1905	255	1650	0	0.133858267717
c008333p	706	98	608	0	0.1388101983
c008333m	66	12	54	0	0.181818181818
c008445	658	74	584	0	0.112462006079
c008447	92	12	80	0	0.130434782609
c008441	652	68	584	0	0.104294478528
c008443	334	37	297	0	0.110778443114
c023671	292	34	258	0	0.116438356164
c004391p	259	37	222	0	0.142857142857
c005458	138	15	123	0	0.108695652174
c032291	183	27	156	0	0.147540983607
c004348	790	107	683	0	0.135443037975
c000807	428	42	386	0	0.0981308411215
c000696	1033	148	870	15	0.143272023233
c002660m	161	22	133	6	0.136645962733
c004694	411	57	354	0	0.138686131387
c004696	391	52	339	0	0.132992327366
c036605	173	31	140	2	0.179190751445
c004692	555	65	490	0	0.117117117117
c050741	106	11	95	0	0.103773584906
c050745	110	3	102	5	0.0272727272727
c021024	278	45	233	0	0.161870503597
c021023	229	30	194	5	0.131004366812
c021022	259	34	225	0	0.131274131274
c021020	63	3	60	0	0.047619047619
c000802	1292	184	1108	0	0.142414860681
c027993	159	22	137	0	0.138364779874
c027995	148	29	119	0	0.195945945946
c027997	90	10	80	0	0.111111111111
c027999	249	31	218	0	0.124497991968
c009317	728	59	538	131	0.081043956044
c009314	458	42	416	0	0.0917030567686
c009312	390	31	359	0	0.0794871794872
c009318	605	73	532	0	0.120661157025
c053217	29	6	23	0	0.206896551724
c051900	61	10	51	0	0.16393442623
c015438	409	57	352	0	0.139364303178
c022828	340	50	290	0	0.147058823529
c022826	244	27	217	0	0.110655737705
c022820	279	47	232	0	0.168458781362
c029226	118	16	102	0	0.135593220339
c011472m	305	35	270	0	0.114754098361
c035127	117	10	107	0	0.0854700854701
c035125	120	17	103	0	0.141666666667
c033039	211	15	196	0	0.0710900473934
c033037	109	12	97	0	0.110091743119
c015435	389	43	314	32	0.110539845758
c003837p	143	19	124	0	0.132867132867
c047176	77	12	65	0	0.155844155844
c015245	407	66	341	0	0.162162162162
c015247	360	52	308	0	0.144444444444
c015241	155	13	142	0	0.0838709677419
c005004m	213	33	180	0	0.154929577465
c015249	339	45	294	0	0.132743362832
c047179	121	17	104	0	0.140495867769
c038140	69	11	58	0	0.159420289855
c003658	897	113	758	26	0.125975473802
c021670	280	39	241	0	0.139285714286
c037732	144	12	132	0	0.0833333333333
c009210	569	83	486	0	0.145869947276
c023885	271	39	232	0	0.143911439114
c023881	320	41	270	9	0.128125
c023889	318	39	279	0	0.122641509434
c011198	291	27	264	0	0.0927835051546
c011192	590	73	517	0	0.123728813559
c006007m	115	15	100	0	0.130434782609
c011197	270	30	240	0	0.111111111111
c014114	512	61	451	0	0.119140625
c014112	253	30	223	0	0.118577075099
c014110	107	8	99	0	0.0747663551402
c014119	258	44	214	0	0.170542635659
c010826	286	31	255	0	0.108391608392
c010824	511	81	430	0	0.158512720157
c010822	415	54	360	1	0.130120481928
c010828	558	76	404	78	0.136200716846
c015504p	148	9	109	30	0.0608108108108
c005843	343	46	297	0	0.134110787172
c015504m	178	13	159	6	0.0730337078652
c005841	178	15	163	0	0.0842696629213
c037813	134	14	120	0	0.10447761194
c037814	54	5	49	0	0.0925925925926
c045147	123	13	110	0	0.105691056911
c001762p	428	44	384	0	0.102803738318
c045149	110	18	92	0	0.163636363636
c001762m	579	63	516	0	0.108808290155
c053527	102	15	87	0	0.147058823529
c001470	1112	153	959	0	0.137589928058
c001476	728	107	621	0	0.146978021978
c001474	207	16	191	0	0.0772946859903
c001479	822	112	710	0	0.136253041363
c050264	103	9	94	0	0.0873786407767
c050260	34	1	33	0	0.0294117647059
c048127	36	4	32	0	0.111111111111
c012510	437	55	382	0	0.12585812357
c012517	396	46	350	0	0.116161616162
c012519	355	53	301	1	0.149295774648
c048126	112	19	91	2	0.169642857143
c027418	218	26	192	0	0.119266055046
c027410	86	12	73	1	0.139534883721
c027414	108	15	93	0	0.138888888889
c027416	268	37	231	0	0.138059701493
c029340	188	20	168	0	0.106382978723
c029346	188	22	166	0	0.117021276596
c029344	180	41	139	0	0.227777777778
c016870	64	12	52	0	0.1875
c006124	373	57	315	1	0.152815013405
c006126	405	41	364	0	0.101234567901
c006120	271	28	243	0	0.10332103321
c006122	402	36	366	0	0.089552238806
c000452	1869	271	1589	9	0.144997324773
c000457	2098	351	1747	0	0.167302192564
c014209	522	37	275	210	0.0708812260536
c000613m	930	105	825	0	0.112903225806
c019523	403	47	351	5	0.116625310174
c019526	143	16	127	0	0.111888111888
c019528	210	29	181	0	0.138095238095
c014926	549	82	458	9	0.149362477231
c041051	80	9	71	0	0.1125
c014922	413	65	347	1	0.157384987893
c014920	275	44	231	0	0.16
c014928	402	66	336	0	0.164179104478
c014201	90	21	69	0	0.233333333333
c046554	41	7	34	0	0.170731707317
c046557	76	15	61	0	0.197368421053
c046551	103	15	88	0	0.145631067961
c005250	496	72	424	0	0.145161290323
c002750	427	59	368	0	0.138173302108
c002756	556	76	480	0	0.136690647482
