contig	Nc
c038097	47.01
c025796	51.33
c034407	61.00
c034403	61.00
c034401	61.00
c002675m	56.88
c006353	52.97
c011110	55.98
c011112	54.23
c011115	56.53
c011117	50.61
c011119	61.00
c017429	49.45
c017427	53.58
c017425	52.75
c017420	53.45
c029165	58.32
c013440	55.19
c029162	48.24
c051717	53.31
c005113	48.78
c015740	51.40
c015742	51.24
c024466	59.04
c001971p	50.30
c009477	49.86
c029161	54.93
c002674	57.33
c004826	61.00
c002677	54.29
c027492	47.65
c002676	58.31
c046430	54.03
c002492	58.40
c013423	54.58
c013421	55.97
c013427	49.26
c013425	61.00
c014439	42.71
c043760	50.08
c043762	61.00
c020142	61.00
c020140	59.42
c020144	51.78
c007256	56.10
c011932	53.92
c011930	52.43
c012374	56.12
c007258	53.66
c011939	55.85
c013526	61.00
c014545	52.41
c046227	45.44
c046222	38.20
c040301	61.00
c023579	56.79
c023578	51.50
c023576	42.34
c047680	47.08
c052938	51.24
c033884	53.48
c048152	45.84
c049680	44.17
c035267	61.00
c044482	42.87
c035996	55.51
c013520	55.39
c048487	61.00
c048483	41.39
c016301	52.81
c016303	54.31
c016307	49.82
c032179	61.00
c044338	39.43
c037603	46.50
c036555	56.25
c032171	58.46
c005957m	51.42
c000536m	52.56
c035602	52.80
c035607	54.94
c000536p	54.06
c031387	60.06
c014421	60.36
c016389	58.17
c025665	43.92
c029897	61.00
c040482	61.00
c013799	56.87
c031385	53.24
c030099	59.35
c029548	56.05
c030090	53.08
c030095	49.35
c038646	45.76
c024322	55.87
c024320	55.43
c024324	54.87
c036780	53.22
c008893	52.42
c008890	54.41
c008896	52.43
c008899	59.50
c035440	49.89
c033515	55.96
c002552	58.44
c006649	50.61
c040684	54.60
c006647	56.75
c006641	51.83
c006643	60.34
c013144	57.15
c025099	51.43
c013140	55.61
c013142	52.78
c025093	52.04
c018006	54.93
c025097	54.83
c025095	51.11
c027767	42.14
c048839	46.66
c028316	50.69
c028314	50.30
c028312	54.26
c028310	57.51
c003769	50.79
c026017	49.49
c026018	55.96
c003581	58.88
c003583	58.48
c032645	47.01
c032641	52.21
c003607	55.91
c008347p	57.59
c003602	51.70
c032648	61.00
c018002	61.00
c007518	56.49
c008720	53.88
c008724	47.05
c008726	51.71
c032399	61.00
c039869	48.08
c032394	50.01
c032390	53.58
c032392	49.59
c004264	53.96
c004266	58.80
c004269	54.31
c007615	56.81
c023023	55.32
c034119	55.20
c049871	61.00
c049877	41.21
c012955	58.32
c001029	50.89
c006376	50.05
c027653	47.75
c027651	60.25
c027657	54.13
c027655	56.44
c027659	49.46
c009053	54.11
c009055	50.53
c009057	55.45
c000668	58.17
c019961	54.66
c047402	48.80
c001024	57.61
c001026	51.89
c025879	55.36
c009581	61.00
c015233	58.39
c053086	55.35
c020304	53.23
c020303	51.31
c030938	50.81
c030935	40.60
c003125m	55.63
c028230	52.46
c025010	58.01
c005099p	54.91
c047442	38.69
c000816m	55.44
c005012p	43.93
c012043	58.18
c054922	54.96
c026314	57.92
c054920	59.30
c022031	39.64
c054921	55.66
c026316	58.51
c022038	56.26
c002529p	51.73
c023149	50.77
c024525	47.02
c011097	50.59
c011090	48.88
c011092	55.88
c011098	53.03
c010940	52.92
c010942	56.89
c010944	57.34
c010947	45.08
c010949	58.60
c004953m	58.42
c011362	54.36
c011360	47.29
c011366	61.00
c014789	56.33
c014787	54.34
c014783	56.69
c026009m	42.38
c026009p	61.00
c035370	50.52
c035374	45.96
c019933	47.88
c009766	56.72
c009721	54.04
c045373	59.60
c040934	61.00
c040936	55.86
c040930	37.84
c050344	57.02
c002774m	56.03
c001278p	56.59
c026172p	33.29
c027516	54.14
c027512	59.95
c027519	57.57
c000238p	57.53
c007355	55.30
c036953	43.92
c036955	52.33
c007890m	52.35
c042608	40.03
c049558	53.70
c006008	48.43
c042606	61.00
c000716	61.00
c000710	55.16
c000713	55.45
c000719	55.88
c000460p	60.37
c019402	57.67
c019400	49.34
c019406	46.74
c044963	61.00
c044967	53.41
c046455	61.00
c008528	58.73
c008522	51.58
c008527	52.01
c008525	54.54
c033828	50.25
c001847	55.86
c001845	49.44
c001843	56.35
c052588	61.00
c018755	61.00
c018757	49.99
c003568	53.52
c047727	54.28
c000129m	55.14
c007919p	52.62
c007919m	48.43
c032842	53.85
c032844	56.33
c049098	39.34
c049096	58.08
c036169	48.05
c042249	37.14
c028577	47.20
c039098	45.80
c054325	59.41
c054327	61.00
c013709	59.40
c039720	57.19
c013701	56.99
c035438	56.84
c044415	51.14
c034140	57.59
c014670	60.34
c044411	45.98
c001077	54.92
c001072	51.05
c001071	59.25
c001079	53.44
c022636	56.22
c022632	38.25
c035570	54.57
c026936	60.46
c033497	47.19
c034859	47.95
c001368	56.07
c034855	42.68
c037349	48.43
c037345	46.79
c023180	53.01
c037569	50.95
c022584	61.00
c022586	54.16
c022580	56.66
c022582	53.75
c042247	61.00
c023279	55.43
c023277	50.93
c023273	56.14
c001362	54.86
c020403	55.45
c020401	51.57
c020407	53.19
c020409	54.49
c044040	50.52
c043930	42.56
c009228	52.23
c044173	45.68
c004769	56.44
c050636	36.72
c050630	57.12
c027755	61.00
c017497	54.52
c027751	53.83
c045176	48.14
c017494	56.52
c017493	56.25
c021757	54.44
c021751	59.86
c014849	49.10
c014845	59.50
c014847	56.67
c014841	59.42
c014843	58.81
c005018	48.52
c037693	40.83
c037692	47.02
c005014	52.42
c046618	57.10
c046611	26.79
c049634	51.90
c016190	48.03
c016192	47.95
c016194	50.84
c016199	53.01
c022911	56.53
c018066	53.28
c043297	60.68
c011913	54.41
c015083	61.00
c015081	50.04
c015087	61.00
c020688	56.02
c012857	59.92
c017823	59.98
c017821	56.47
c012859	49.83
c017825	55.70
c045961	61.00
c016778	50.10
c018336	58.14
c009945p	54.96
c022893	57.72
c010827	53.20
c048177	55.63
c038430	55.09
c022891	61.00
c014021	55.20
c014027	51.14
c014025	49.95
c014028	54.19
c010732	51.56
c010737	53.26
c010734	50.40
c010738	53.00
c003171	59.54
c013491	56.30
c003174	56.99
c049907	47.56
c051222	60.13
c051220	56.58
c013499	59.62
c004104m	54.46
c041252	55.80
c041254	61.00
c035189	61.00
c035181	57.30
c001270	46.00
c001272	58.67
c001274	57.41
c001277	58.27
c043966	54.36
c003344	58.49
c003342	55.30
c003341	51.10
c039400	33.98
c015855	48.51
c015851	55.62
c015853	57.34
c015858	51.28
c013597	55.02
c013595	45.29
c013593	56.35
c003532p	54.57
c012468	59.41
c012465	54.22
c012467	58.04
c012460	52.65
c001235m	57.71
c001235p	55.19
c010708	55.19
c000699	54.50
c029239	51.74
c006238	52.00
c006233	58.78
c021616m	61.00
c007148	56.49
c004790	55.39
c007142	50.97
c052959	47.12
c007146	56.20
c004792	56.29
c004793	50.10
c004795	55.61
c019635	58.98
c019632	53.27
c013845	54.04
c013847	58.03
c013841	56.98
c013843	49.86
c027763	53.24
c048396	59.88
c048390	53.60
c048392	61.00
c048399	48.95
c001424p	51.78
c037110	52.30
c029379	58.25
c035074	51.95
c051289	39.68
c048539	56.04
c037004	59.17
c004561	56.17
c010706	57.05
c018279	60.75
c018273	57.26
c018276	52.81
c018274	59.46
c003612p	50.95
c003612m	49.52
c004218p	57.70
c021721	52.21
c030560	58.35
c030564	37.20
c004218m	60.83
c010918p	48.30
c034780	41.06
c010918m	61.00
c005661	52.72
c034782	31.07
c008235	59.32
c001946m	59.49
c009219	48.51
c041493	49.56
c024704	61.00
c024706	61.00
c024702	55.08
c022286	52.15
c022284	46.27
c046298	61.00
c005878	58.23
c034482	59.93
c002231	60.13
c022467	57.55
c022463	34.85
c022461	57.24
c013147	61.00
c026701	54.69
c026707	49.12
c033682	61.00
c019571	59.13
c033137	52.83
c033135	43.31
c033139	54.51
c000084	58.82
c027363	55.73
c010248	58.37
c010243	39.91
c010241	55.21
c010247	54.55
c010245	51.48
c042496	51.45
c041142	61.00
c053865	48.03
c053861	42.82
c005041	56.47
c005047	47.76
c027946	45.41
c027945	39.25
c000080	55.94
c027941	61.00
c027949	49.30
c053796	55.46
c020635	56.36
c020637	53.57
c020633	52.14
c000082	56.22
c016888p	56.37
c006396p	49.90
c006396m	55.80
c000083	57.97
c050444	61.00
c050446	59.97
c053135	52.03
c045440	51.61
c014309m	52.45
c001103p	53.44
c004294	58.79
c021279	44.19
c021273	58.16
c021277	57.40
c021275	55.19
c028036	45.77
c025100	49.03
c046806	60.43
c046804	52.06
c025102	44.63
c025104	37.58
c022899	59.27
c025107	50.81
c044402	49.52
c044404	52.19
c041438	53.24
c000097m	58.08
c016381	53.35
c016383	49.86
c016385	55.28
c037357	49.33
c037353	61.00
c039226	44.99
c001179p	56.59
c037685	49.80
c020466	61.00
c037689	43.98
c049602	57.44
c020469	54.87
c018079	53.96
c015542	60.70
c015540	50.09
c016146	50.24
c015549	44.59
c036089	44.83
c011651	51.21
c011656	56.60
c011654	56.71
c036080	57.10
c036082	61.00
c029816	61.00
c029813	45.38
c040407	29.56
c040403	41.88
c031761	61.00
c031767	60.36
c032062	61.00
c035067	51.50
c001209p	48.80
c000389m	55.21
c005943	50.64
c005941	55.29
c005944	54.27
c005948	58.53
c008679m	61.00
c002226	56.28
c034675	46.82
c002223	54.42
c002221	53.30
c041355	50.87
c028023	35.00
c028027	61.00
c028029	57.27
c008293p	57.30
c028395	46.67
c016065	58.64
c034640	54.23
c034642	54.35
c034644	61.00
c034648	60.53
c008817	53.73
c008815	61.00
c004261p	49.80
c033852	44.31
c003686	54.89
c003684	52.75
c003682	53.10
c003680	52.75
c015059	54.36
c003688	57.88
c007596	55.93
c007594	61.00
c007592	54.54
c026544	61.00
c026546	54.32
c026540	58.00
c026542	51.73
c016066	50.89
c015057	57.89
c024838	56.17
c015056	53.60
c016148	58.19
c024830	50.17
c024836	57.48
c015050	58.07
c004400	55.39
c004401	58.69
c016149	54.96
c026090	48.22
c026094	49.62
c016060	54.13
c033337	61.00
c033339	55.21
c008105	51.81
c008107	49.54
c008101	56.33
c008103	51.91
c008108	54.36
c000337	56.57
c000335	58.39
c000333	54.64
c019068	57.62
c048213	46.95
c018339	61.00
c049560	48.78
c007568	50.69
c005538	48.30
c005530	59.18
c005536	50.62
c005534	57.53
c051598	39.60
c028805	59.55
c012623	60.37
c012621	52.56
c004489	58.23
c004484	52.65
c004486	60.13
c004481	54.60
c000105p	56.53
c031009	54.80
c051593	61.00
c031007	48.72
c029523	49.80
c001390	56.61
c003909	52.19
c003900	53.43
c003905	52.57
c003907	54.90
c002902m	59.63
c024849	59.23
c003170p	55.34
c021070	61.00
c043199	36.76
c039802	54.86
c001554	57.04
c028884	55.83
c016541	55.74
c016547	55.80
c016545	59.75
c036364	48.99
c001557	52.82
c038853	54.35
c025356	43.69
c025350	47.77
c025359	54.48
c029076	61.00
c029071	57.21
c011658m	52.12
c029073	53.13
c034529	54.32
c001558	58.06
c011019	53.99
c011015	61.00
c011016	49.60
c011013	57.90
c017708	44.58
c017703	57.66
c002284	51.67
c017705	44.83
c007721	57.41
c023745	57.64
c023747	61.00
c051614	56.00
c015622	54.51
c015620	55.62
c015626	53.01
c015624	61.00
c015628	51.24
c008138	58.70
c027041	51.39
c031712	52.29
c004966p	51.51
c031713	58.20
c008130	52.49
c027595	54.98
c027597	52.94
c027590	40.92
c008134	56.61
c010059	55.77
c008136	42.74
c010050	54.76
c031084	61.00
c010054	54.98
c042680	54.70
c042685	59.63
c042687	48.94
c014570	50.80
c014572	54.93
c009689m	47.00
c000189	55.24
c001525m	59.27
c001525p	50.21
c020067	58.09
c020063	54.55
c016705	55.92
c011872	53.61
c011870	58.69
c017089	58.23
c017084	54.76
c017082	57.20
c024084	61.00
c004495	56.69
c045656	55.73
c004494	56.10
c011257	55.00
c021338	61.00
c021336	57.14
c021332	53.40
c040191	54.67
c006620	58.31
c006621	55.13
c007601	49.99
c038839	43.84
c038834	54.94
c038832	57.10
c019269	55.05
c019267	43.51
c019265	53.42
c036122	49.70
c003495m	53.37
c041576	61.00
c041571	42.74
c014011	48.54
c048760	60.77
c048766	51.97
c044272	56.98
c000038	58.64
c003856	52.28
c000493m	56.04
c036690	47.41
c000493p	54.31
c035926	55.28
c003854	55.37
c035928	57.64
c004935	55.02
c002822m	55.07
c004932	54.67
c004939	55.42
c029992	53.42
c029990	60.99
c029994	51.33
c029999	47.52
c004649m	50.16
c022771	59.06
c000960	49.27
c000965	59.82
c000969	52.76
c030191	52.12
c030199	47.67
c029627	54.29
c007768m	51.65
c025528	54.33
c030262	45.72
c030264	49.41
c038055	61.00
c002182	50.40
c002180	45.01
c024577	58.69
c002184	57.35
c002189	57.21
c008661m	53.44
c008661p	57.48
c011469	56.46
c027281	50.95
c002457	52.99
c006529	49.72
c006520	47.17
c006522	56.57
c006524	47.83
c006526	58.46
c001226m	46.82
c001226p	54.07
c013755	55.14
c013757	54.33
c013751	52.04
c013753	61.00
c028212	55.67
c028215	54.21
c028219	48.14
c035203	43.84
c004818p	57.34
c003729	57.53
c037336	59.02
c003721	51.10
c003723	58.86
c003725	54.30
c003727	57.42
c008609	51.80
c008603	53.03
c008606	59.66
c007657	58.81
c004452m	50.50
c052897	49.93
c024669	56.98
c011461	55.84
c012009	53.37
c012007	61.00
c012005	54.93
c012003	54.50
c037331	59.50
c012528	50.37
c004053	51.22
c004051	59.02
c048328	48.56
c053604	45.88
c003300m	51.77
c009159	56.19
c009155	55.06
c009157	46.19
c009151	56.92
c009152	45.80
c040825	55.37
c021856	49.21
c040822	57.94
c008150	54.21
c017544	42.93
c001229	53.62
c005095	59.32
c020265	54.98
c020263	45.77
c010961p	50.20
c045069	51.19
c017548	58.46
c009848	59.83
c010961m	58.52
c011546	52.53
c041036	44.74
c022993	48.94
c022995	55.33
c015352	61.00
c002593p	49.62
c015351	57.46
c015002	43.54
c047520	50.09
c050920	61.00
c043418	61.00
c011542	61.00
c002061p	57.05
c024236	52.55
c002061m	51.57
c041502	48.80
c043162	61.00
c030677	56.08
c011540	55.75
c022126	53.93
c016266	57.29
c016264	58.03
c016262	61.00
c016268	50.07
c014359	57.65
c014355	53.26
c014357	59.92
c012201	56.01
c014353	57.21
c012200	59.41
c030135	61.00
c037606	49.57
c006158m	55.61
c041505	51.85
c006158p	49.50
c011204	51.43
c047000	48.51
c011200	58.72
c011202	61.00
c010157	57.23
c010152	54.70
c050003	44.12
c045039	59.77
c047867	55.63
c002742p	53.27
c054871	42.60
c000300p	51.41
c050174	53.16
c027254	58.76
c027253	51.57
c032708	46.48
c006728	55.20
c026625	45.23
c000611	57.87
c030667	53.70
c000616	60.19
c000618	52.56
c035297	57.06
c013511	37.63
c053405	39.03
c046314	38.98
c052153	59.84
c040543	61.00
c007499	56.32
c007493	51.45
c007495	49.95
c001961	49.36
c001963	53.37
c001965	54.91
c001967	52.62
c024016	58.25
c008372	55.01
c008370	54.56
c008377	49.59
c045758	47.64
c045756	45.25
c026513	59.36
c047046	61.00
c018544	49.20
c018547	53.29
c018541	54.47
c018543	52.31
c018549	55.56
c002137	54.92
c052848	54.45
c052845	61.00
c000139p	52.72
c023151	56.57
c023150	46.48
c032923	39.08
c049199	49.61
c031291	59.71
c031295	61.00
c031299	61.00
c000661	54.56
c000664	57.06
c049260	59.50
c049266	61.00
c023155	55.75
c041053	46.57
c005253	59.63
c028430	46.60
c005257	45.98
c005255	56.37
c005259	57.07
c054444	54.29
c002056	44.40
c002050	51.22
c008734m	46.53
c031479	60.16
c039607	43.78
c001116m	57.48
c005919p	40.16
c021641	55.74
c001133	59.23
c001130	49.73
c001136	55.98
c001138	52.78
c034370	49.11
c034372	61.00
c034378	46.68
c050014	53.56
c024436	32.00
c024434	61.00
c026254	52.36
c024438	52.38
c022171	60.61
c022173	53.04
c022178	56.67
c026257	53.43
c026870	54.12
c005623	48.38
c005622	52.62
c024781	46.47
c024783	30.64
c034955	46.11
c005626	57.42
c053576	58.74
c034959	55.82
c012731m	57.57
c026781	60.09
c026786	59.64
c033609	61.00
c008435	51.20
c008437	51.05
c008431	54.55
c008433	58.36
c010368	59.82
c025477	59.26
c025473	52.81
c011319	58.77
c026123	43.55
c023337	49.64
c012085	49.89
c022432	50.58
c012084	58.66
c032269	52.64
c011946m	57.50
c004394	55.38
c004396	46.72
c004390	50.03
c004392	55.84
c013116	56.13
c012081	56.19
c050778	46.92
c004643	57.50
c004641	52.33
c012080	51.41
c041239	51.06
c017262	55.20
c024520	60.80
c002791p	47.75
c002791m	60.91
c021543	49.34
c005115	49.46
c029251	61.00
c009472	57.96
c009471	55.47
c009475	56.36
c002875m	50.85
c026358	54.80
c051950	44.02
c051957	45.33
c002875p	48.67
c032384	42.33
c050651	61.00
c042170	50.96
c042176	55.30
c042174	61.00
c015181	50.95
c012088	41.36
c022813	59.77
c022811	61.00
c022819	47.71
c054936	52.81
c000512p	53.01
c028126	53.01
c012951	54.12
c012957	56.93
c036425	42.80
c019965	45.08
c015237	51.20
c022088	61.00
c022089	54.40
c015184	49.10
c024359	61.00
c023855	60.17
c023857	55.18
c023852	54.63
c001910m	56.63
c001910p	58.14
c001701	59.88
c014679	58.98
c014677	61.00
c014675	51.17
c010563	49.08
c010566	49.54
c010564	58.24
c035575	54.66
c017345	56.03
c037849	61.00
c037845	58.52
c005759p	45.52
c017495	54.07
c004163	58.68
c005759m	41.71
c017325	49.33
c017327	50.68
c017321	43.49
c017322	52.80
c001442	48.71
c017329	49.99
c001444	57.47
c015797	55.90
c015795	46.87
c015793	47.53
c015798	52.94
c003173	58.00
c008974	56.16
c013495	51.11
c003178	57.03
c013498	52.68
c008976	58.17
c007843	55.54
c007844	53.65
c007846	57.86
c007848	60.69
c012545	56.38
c012540	51.65
c034987	41.33
c012446p	58.66
c034989	47.94
c034302	61.00
c018284p	48.94
c008230	51.29
c000403	56.81
c000407	54.53
c000409	57.12
c018284m	48.94
c019579	45.33
c019575	56.23
c019573	49.07
c014919	56.30
c014917	47.47
c014915	43.16
c014911	50.81
c000052	55.30
c046527	55.14
c046521	38.35
c027173p	58.71
c002763	57.93
c002761	61.00
c002767	52.15
c003208p	54.70
c047467	39.37
c004556	58.90
c052470	59.37
c008189	51.32
c008184	52.83
c008186	53.64
c008180	61.00
c008182	57.95
c040955	53.01
c048475	61.00
c004407	47.85
c027173m	42.28
c006459	56.34
c003981	53.34
c003983	57.75
c003986	55.92
c017006	53.59
c026206	61.00
c028888	55.39
c028880	30.54
c005703	59.81
c026200	57.71
c006918	54.72
c006910	58.82
c006912	55.23
c017008	59.10
c006916	51.91
c000186	52.28
c000180	57.67
c031089	52.78
c009679	53.79
c005358	52.42
c030752	48.91
c024478	54.23
c024088	61.00
c040862	47.41
c024510	45.29
c020961	52.64
c020967	46.05
c020969	57.92
c024666	59.46
c024664	57.94
c024662	57.49
c012313p	60.83
c020168	55.67
c022745	51.41
c001067p	50.13
c023736m	46.52
c008390	55.64
c008396	61.00
c037730	61.00
c026621	53.47
c007216	54.30
c003761m	51.90
c033073	54.72
c033071	43.33
c033074	59.76
c053533	58.86
c010364	49.00
c010366	50.37
c010362	49.69
c026741	52.39
c003034p	48.22
c016833	50.99
c016837	58.42
c016835	55.38
c024867	59.35
c020579	53.23
c020575	36.70
c020571	52.80
c004169	51.53
c004167	60.23
c004165	52.27
c001852m	54.61
c003019m	55.41
c005207	49.68
c009538	51.72
c009536	58.00
c009530	61.00
c050525	51.83
c053074	54.70
c053070	51.45
c017002	61.00
c008564	54.68
c024943	53.37
c048116	27.33
c002555p	49.04
c002555m	58.09
c013928	55.84
c013923	55.09
c013921	55.47
c013927	54.94
c013925	58.22
c046726	42.85
c013772	56.03
c047233	52.92
c017917	61.00
c017915	55.17
c017913	57.66
c017911	57.25
c003567	52.29
c017919	54.38
c042389	49.27
c028199	50.02
c052679	34.01
c022137	54.07
c022131	43.43
c005144	52.39
c013618	54.26
c044768	35.94
c043381	61.00
c045899	53.74
c023663	61.00
c026290	59.88
c023661	52.85
c026292	52.85
c029916	52.90
c009000m	50.55
c033466	50.07
c031648	31.43
c001219p	56.57
c001219m	49.48
c018862	54.19
c018860	52.47
c018866	49.04
c014737	52.97
c014735	58.19
c014733	54.80
c014731	49.75
c010644	50.57
c007057	49.82
c010640	56.92
c027449	54.36
c002101	55.51
c002106	55.15
c042815	52.41
c042817	52.44
c042811	61.00
c042819	60.28
c030117	57.70
c030111	52.33
c002735	53.45
c028742	57.66
c008560	48.05
c036793	53.30
c028290	60.46
c039531	42.99
c039533	50.82
c039535	59.86
c001650	53.26
c001654	54.12
c006304	50.28
c006306	53.16
c006300	61.00
c006302	56.85
c006308	53.41
c036988	40.37
c008680	55.46
c008687	55.36
c036980	61.00
c036982	58.57
c036984	52.04
c026169	61.00
c025070	54.39
c026354	58.40
c000148p	58.58
c007527m	50.27
c008067	53.24
c008065	53.79
c008061	50.79
c000148m	57.48
c000273	58.08
c002688	54.06
c000275	55.71
c002685	59.46
c000278	58.78
c002682	56.89
c019709	59.85
c019700	48.91
c019702	43.91
c019706	44.41
c018479	53.73
c018470	56.11
c018472	52.56
c018476	54.73
c031989	54.42
c037564	61.00
c000816p	49.70
c002932	56.85
c002930	47.95
c002936	55.55
c002934	56.30
c048082	44.65
c048084	44.47
c049750	61.00
c025934	27.97
c025930	61.00
c025932	51.60
c005763	54.56
c005767	50.78
c005769	58.73
c021389m	61.00
c043384	51.25
c000930m	51.16
c043383	50.54
c011806	60.23
c018137	57.79
c018136	52.69
c018139	55.25
c011803	59.83
c011801	48.98
c025737	56.05
c046178	51.23
c038483	36.73
c003162p	49.90
c017277	52.48
c017099	60.07
c001559	56.04
c014065	51.72
c015468	49.76
c015469	52.87
c013603	56.50
c015466	54.68
c025731	52.42
c015462	56.54
c024983	47.98
c024982	58.46
c024981	61.00
c024980	61.00
c050364	49.57
c000550p	54.08
c038485	38.95
c002369	56.69
c011510	51.33
c021862	51.66
c021867	61.00
c021865	49.83
c021868	47.00
c025142	60.51
c034245	51.14
c034247	48.82
c040102	31.71
c013724	53.82
c012772	54.39
c011759	60.65
c011755	49.00
c011751	52.95
c017626	54.42
c017621	59.53
c017623	58.08
c017629	42.21
c011284	53.28
c011280	61.00
c011282	58.95
c002207p	52.09
c023428	53.32
c002207m	50.30
c026416	57.36
c026414	59.66
c026412	59.03
c017593	51.13
c017591	54.97
c017597	55.83
c017595	54.74
c017599	53.14
c029915	45.42
c029914	61.00
c027162	57.25
c027167	52.21
c027169	56.60
c010488	57.22
c002480m	53.24
c010480	56.58
c010482	57.45
c010484	52.50
c010486	37.47
c016977	60.34
c016975	61.00
c016971	51.64
c016979	53.30
c002720m	56.17
c003673m	51.43
c050686	48.79
c050681	60.50
c022434	61.00
c022436	56.46
c018360	49.03
c002826p	53.85
c002826m	56.78
c020702	52.95
c020707	47.53
c001889	55.20
c026738	47.57
c043615	50.22
c043611	47.16
c007411	54.68
c047376	44.90
c047372	47.18
c047370	43.24
c012240	49.21
c012244	58.38
c012246	46.63
c012248	45.35
c021479	61.00
c021471	53.16
c021475	54.80
c021477	50.14
c005169p	61.00
c038978	49.55
c046975	59.43
c046973	41.06
c046971	55.79
c046979	61.00
c044533	46.53
c001081m	53.64
c025534	52.69
c001081p	56.83
c006553p	53.96
c036798	50.64
c003866	55.45
c003864	54.54
c003860	57.49
c049114	55.65
c039686	46.03
c012779	56.67
c001441m	43.50
c022118m	51.24
c029709	42.87
c029704	47.99
c040532	56.12
c003280m	54.55
c003280p	60.72
c048752	42.71
c030306	48.53
c038155	49.92
c042332	51.60
c006399	56.10
c016055	54.59
c016056	55.33
c005835	57.65
