contig	species	dN	dS	dNdS
c001523	Adigitifer	0.0178	0.0331	0.5392
c001524p	Adigitifer	0.0114	0.0298	0.3827
c001525p	Adigitifer	0.0034	0.0250	0.1347
c001526	Adigitifer	0.0017	0.0239	0.0707
c001527	Adigitifer	0.0082	0.0307	0.2681
c001529	Adigitifer	0.0175	0.0305	0.5727
c001535	Adigitifer	0.0078	0.0294	0.2655
c001538	Adigitifer	0.0040	0.0299	0.1332
c001539	Adigitifer	0.0030	0.0536	0.0564
c001543	Adigitifer	0.0032	0.0126	0.2576
c001544p	Adigitifer	0.0023	0.0000	99.0000
c001546	Adigitifer	0.0050	0.0177	0.2843
c001547	Adigitifer	0.0021	0.0184	0.1138
c001548p	Adigitifer	0.0014	0.0147	0.0966
c001553	Adigitifer	0.0089	0.0249	0.3579
c001554	Adigitifer	0.0056	0.0370	0.1509
c001555p	Adigitifer	0.0016	0.0092	0.1757
c001557	Adigitifer	0.0008	0.0084	0.0969
c001562	Adigitifer	0.0067	0.0149	0.4521
c001563p	Adigitifer	0.0000	0.0000	0.1439
c001565	Adigitifer	0.0009	0.0291	0.0292
c001566	Adigitifer	0.0094	0.0322	0.2910
c001567m	Adigitifer	0.0001	0.0504	0.0010
c001569m	Adigitifer	0.0000	0.0492	0.0010
c001569p	Adigitifer	0.0056	0.0199	0.2820
c001571p	Adigitifer	0.0085	0.0070	1.2163
c001572	Adigitifer	0.0000	0.0209	0.0010
c001587	Adigitifer	0.0046	0.0242	0.1901
c001589	Adigitifer	0.0187	0.0248	0.7547
c001590	Adigitifer	0.0120	0.0265	0.4525
c001595	Adigitifer	0.0026	0.0162	0.1598
c001596	Adigitifer	0.0038	0.0237	0.1627
c001597	Adigitifer	0.0139	0.0410	0.3385
c001599m	Adigitifer	0.0028	0.0157	0.1799
c001602	Adigitifer	0.0185	0.0126	1.4608
c001603p	Adigitifer	0.0006	0.0253	0.0239
c001607p	Adigitifer	0.0000	0.0088	0.0010
c001611	Adigitifer	0.0025	0.0461	0.0540
c001614	Adigitifer	0.0010	0.0318	0.0299
c001618	Adigitifer	0.0055	0.0391	0.1401
c001620	Adigitifer	0.0059	0.0192	0.3082
c001621	Adigitifer	0.0000	0.0487	0.0010
c001622	Adigitifer	0.0079	0.0274	0.2900
c001626p	Adigitifer	0.0006	0.0130	0.0465
c001628	Adigitifer	0.0196	0.0419	0.4664
c001629	Adigitifer	0.0093	0.0411	0.2252
c001631	Adigitifer	0.0182	0.0447	0.4062
c001632	Adigitifer	0.0064	0.0226	0.2844
c001633m	Adigitifer	0.0094	0.0196	0.4799
c001635	Adigitifer	0.0027	0.0217	0.1253
c001638	Adigitifer	0.0030	0.0272	0.1113
c001639	Adigitifer	0.0064	0.0286	0.2241
c001641	Adigitifer	0.0018	0.0133	0.1344
c001643	Adigitifer	0.0187	0.0416	0.4497
c001645	Adigitifer	0.0119	0.0585	0.2033
c001647	Adigitifer	0.0127	0.0261	0.4880
c001648p	Adigitifer	0.0030	0.0216	0.1390
c001649	Adigitifer	0.0121	0.0325	0.3726
c001652p	Adigitifer	0.0047	0.0170	0.2794
c001654	Adigitifer	0.0192	0.0218	0.8831
c001661	Adigitifer	0.0065	0.0200	0.3274
c001662	Adigitifer	0.0085	0.0150	0.5668
c001665	Adigitifer	0.0047	0.0237	0.1974
c001668	Adigitifer	0.0029	0.0326	0.0883
c001670	Adigitifer	0.0026	0.0169	0.1560
c001673	Adigitifer	0.0005	0.0082	0.0660
c001674	Adigitifer	0.0050	0.0346	0.1431
c001677	Adigitifer	0.0312	0.0866	0.3597
c001678m	Adigitifer	0.0000	0.0332	0.0010
c001678p	Adigitifer	0.0033	0.0403	0.0825
c001679	Adigitifer	0.0035	0.0312	0.1127
c001680	Adigitifer	0.0117	0.0264	0.4451
c001686	Adigitifer	0.0027	0.0200	0.1361
c001687p	Adigitifer	0.0023	0.0306	0.0754
c001688m	Adigitifer	0.0000	0.0280	0.0010
c001695	Adigitifer	0.0081	0.0506	0.1606
c001697p	Adigitifer	0.0060	0.0231	0.2605
c001698p	Adigitifer	0.0000	0.0095	0.0010
c001701	Adigitifer	0.0000	0.0157	0.0010
c001702p	Adigitifer	0.0013	0.0587	0.0214
c001704	Adigitifer	0.0032	0.0528	0.0605
c001708	Adigitifer	0.0064	0.0280	0.2299
c001709	Adigitifer	0.0031	0.0296	0.1033
c001713	Adigitifer	0.0074	0.0439	0.1691
c001714m	Adigitifer	0.0049	0.0178	0.2774
c001714p	Adigitifer	0.0026	0.0156	0.1693
c001716	Adigitifer	0.0065	0.0318	0.2052
c001717	Adigitifer	0.0263	0.0388	0.6774
c001721	Adigitifer	0.0022	0.0332	0.0662
c001724	Adigitifer	0.0062	0.0339	0.1835
c001726m	Adigitifer	0.0045	0.0463	0.0973
c001727	Adigitifer	0.0023	0.0231	0.0991
c001729p	Adigitifer	0.0128	0.0221	0.5783
c001732	Adigitifer	0.0027	0.0410	0.0658
c001733p	Adigitifer	0.0014	0.0357	0.0402
c001736	Adigitifer	0.0142	0.0348	0.4085
c001737m	Adigitifer	0.0055	0.0181	0.3034
c001738	Adigitifer	0.0124	0.0450	0.2759
c001740	Adigitifer	0.0031	0.0319	0.0983
c001744m	Adigitifer	0.0019	0.0297	0.0644
c001745	Adigitifer	0.0000	0.0166	0.0010
c001747p	Adigitifer	0.0027	0.0212	0.1252
c001749	Adigitifer	0.0110	0.0172	0.6406
c001755	Adigitifer	0.0019	0.0213	0.0879
c001757	Adigitifer	0.0014	0.0489	0.0280
c001759	Adigitifer	0.0054	0.0349	0.1534
c001761	Adigitifer	0.0190	0.0384	0.4962
c001762m	Adigitifer	0.0047	0.0266	0.1781
c001763m	Adigitifer	0.0000	0.0263	0.0010
c001764m	Adigitifer	0.0786	0.1388	0.5661
c001764p	Adigitifer	0.0027	0.0210	0.1270
c001768	Adigitifer	0.0019	0.0319	0.0596
c001772	Adigitifer	0.0170	0.0473	0.3584
c001775	Adigitifer	0.0058	0.0336	0.1718
c001776	Adigitifer	0.0079	0.0207	0.3792
c001777	Adigitifer	0.0010	0.0310	0.0317
c001778	Adigitifer	0.0036	0.0291	0.1239
c001779	Adigitifer	0.0040	0.0161	0.2488
c001780	Adigitifer	0.0018	0.0426	0.0433
c001787	Adigitifer	0.0000	0.0193	0.0010
c001788m	Adigitifer	0.0021	0.0514	0.0400
c001788p	Adigitifer	0.0058	0.0596	0.0965
c001795m	Adigitifer	0.0113	0.0321	0.3517
c001796	Adigitifer	0.0040	0.0081	0.4936
c001799	Adigitifer	0.0086	0.0398	0.2155
c001805m	Adigitifer	0.0019	0.0143	0.1325
c001813	Adigitifer	0.0025	0.0180	0.1385
c001814	Adigitifer	0.0096	0.0316	0.3039
c001815m	Adigitifer	0.0089	0.0255	0.3487
c001817	Adigitifer	0.0011	0.0291	0.0381
c001821	Adigitifer	0.0304	0.0274	1.1095
c001822p	Adigitifer	0.0083	0.0393	0.2119
c001826	Adigitifer	0.0065	0.0261	0.2493
c001830p	Adigitifer	0.0017	0.0098	0.1769
c001831	Adigitifer	0.0055	0.0408	0.1343
c001834	Adigitifer	0.0217	0.0338	0.6420
c001840	Adigitifer	0.0037	0.0661	0.0555
c001843	Adigitifer	0.0000	0.0193	0.0010
c001845	Adigitifer	0.0027	0.0302	0.0896
c001846	Adigitifer	0.0051	0.0385	0.1312
c001848	Adigitifer	0.0043	0.0284	0.1511
c001850	Adigitifer	0.0019	0.0207	0.0898
c001851	Adigitifer	0.0052	0.0134	0.3891
c001852m	Adigitifer	0.0072	0.0277	0.2590
c001853	Adigitifer	0.0098	0.0270	0.3614
c001855p	Adigitifer	0.0085	0.0468	0.1813
c001860p	Adigitifer	0.0000	0.0473	0.0010
c001861p	Adigitifer	0.0012	0.0263	0.0438
c001863m	Adigitifer	0.0000	0.0167	0.0010
c001865	Adigitifer	0.0040	0.0231	0.1747
c001867	Adigitifer	0.0186	0.0176	1.0523
c001872	Adigitifer	0.0017	0.0339	0.0508
c001873m	Adigitifer	0.0000	0.0189	0.0010
c001876	Adigitifer	0.0033	0.0286	0.1163
c001880m	Adigitifer	0.0269	0.0454	0.5918
c001884	Adigitifer	0.0017	0.0307	0.0567
c001886	Adigitifer	0.0008	0.0260	0.0323
c001887	Adigitifer	0.0095	0.0534	0.1780
c001891	Adigitifer	0.0033	0.0275	0.1188
c001894m	Adigitifer	0.0000	0.0072	0.0010
c001895	Adigitifer	0.0043	0.0391	0.1087
c001898	Adigitifer	0.0004	0.0209	0.0176
c001905	Adigitifer	0.0067	0.0444	0.1511
c001907	Adigitifer	0.0010	0.0262	0.0382
c001908m	Adigitifer	0.0057	0.0231	0.2458
c001909m	Adigitifer	0.0396	0.0482	0.8198
c001915	Adigitifer	0.3308	12.6619	0.0261
c001919	Adigitifer	0.0039	0.0240	0.1642
c001920m	Adigitifer	0.0020	0.0406	0.0488
c001920p	Adigitifer	0.0077	0.0121	0.6343
c001921p	Adigitifer	0.0060	0.0448	0.1333
c001923p	Adigitifer	0.0095	0.0444	0.2129
c001927m	Adigitifer	0.0102	0.0311	0.3285
c001929	Adigitifer	0.0036	0.0340	0.1055
c001931	Adigitifer	0.0020	0.0350	0.0577
c001935	Adigitifer	0.0053	0.0558	0.0950
c001938m	Adigitifer	0.0000	0.0000	0.4018
c001942	Adigitifer	0.0040	0.0311	0.1300
c001943	Adigitifer	0.0072	0.0310	0.2326
c001946m	Adigitifer	0.0068	0.0560	0.1216
c001950	Adigitifer	0.0064	0.0600	0.1059
c001951p	Adigitifer	0.0044	0.0217	0.2047
c001952	Adigitifer	0.0050	0.0253	0.1995
c001959	Adigitifer	0.0099	0.0295	0.3373
c001963	Adigitifer	0.0019	0.0223	0.0852
c001965	Adigitifer	0.0069	0.0231	0.2981
c001967	Adigitifer	0.0029	0.0273	0.1072
c001969	Adigitifer	0.0026	0.0271	0.0943
c001973	Adigitifer	0.0020	0.0309	0.0656
c001977	Adigitifer	0.0013	0.0051	0.2622
c001993	Adigitifer	0.0016	0.0498	0.0317
c001999	Adigitifer	0.0044	0.0337	0.1310
c002000	Adigitifer	0.0032	0.0469	0.0685
c002002m	Adigitifer	0.0011	0.0278	0.0387
c002003	Adigitifer	0.0153	0.0233	0.6552
c002006	Adigitifer	0.0006	0.0299	0.0202
c002008m	Adigitifer	0.0248	0.0198	1.2511
c002011	Adigitifer	0.0024	0.0234	0.1003
c002014	Adigitifer	0.0000	0.0296	0.0010
c002016	Adigitifer	0.0025	0.0301	0.0844
c002018	Adigitifer	0.0033	0.0324	0.1030
c002020m	Adigitifer	0.0053	0.0347	0.1516
c002023	Adigitifer	0.0061	0.0212	0.2869
c002024	Adigitifer	0.0010	0.0211	0.0495
c002035	Adigitifer	0.0000	0.0033	0.0010
c002036	Adigitifer	0.0077	0.0226	0.3390
c002038p	Adigitifer	0.0053	0.0159	0.3315
c002039	Adigitifer	0.0034	0.0257	0.1334
c002046	Adigitifer	0.0023	0.0171	0.1336
c002047	Adigitifer	0.0027	0.0393	0.0676
c002049	Adigitifer	0.0036	0.0181	0.2008
c002052	Adigitifer	0.0126	0.0404	0.3118
c002054	Adigitifer	0.0039	0.0524	0.0741
c002058	Adigitifer	0.0051	0.0284	0.1798
c002061p	Adigitifer	0.0039	0.0000	99.0000
c002062	Adigitifer	0.0057	0.0145	0.3951
c002063	Adigitifer	0.0090	0.0178	0.5024
c002064	Adigitifer	0.0036	0.0155	0.2315
c002065p	Adigitifer	0.0036	0.0238	0.1532
c002066p	Adigitifer	0.0132	0.0290	0.4570
c002067	Adigitifer	0.0021	0.0189	0.1087
c002072p	Adigitifer	0.0058	0.0286	0.2018
c002075	Adigitifer	0.0006	0.0369	0.0151
c002076	Adigitifer	0.0067	0.0270	0.2498
c002077	Adigitifer	0.0018	0.0333	0.0541
c002084p	Adigitifer	0.0008	0.0348	0.0231
c002085	Adigitifer	0.0045	0.0294	0.1522
c002086	Adigitifer	0.0055	0.0321	0.1702
c002090	Adigitifer	0.0038	0.0219	0.1751
c002095	Adigitifer	0.0049	0.0369	0.1324
c002097m	Adigitifer	0.0102	0.0421	0.2431
c002106	Adigitifer	0.0033	0.0288	0.1147
c002107p	Adigitifer	0.0026	0.0130	0.2038
c002109p	Adigitifer	0.0032	0.0370	0.0859
c002110	Adigitifer	0.0010	0.0758	0.0138
c002112	Adigitifer	0.0043	0.0258	0.1667
c002114	Adigitifer	0.0091	0.0516	0.1756
c002118	Adigitifer	0.0196	0.0889	0.2207
c002123m	Adigitifer	0.0031	0.0067	0.4631
c002124p	Adigitifer	0.0036	0.0381	0.0933
c002129	Adigitifer	0.0051	0.0150	0.3390
c002130	Adigitifer	0.0006	0.0281	0.0224
c002135	Adigitifer	0.0061	0.0502	0.1222
c002136	Adigitifer	0.0020	0.0523	0.0389
c002140	Adigitifer	0.0022	0.0348	0.0634
c002145	Adigitifer	0.0018	0.0357	0.0510
c002148	Adigitifer	0.0051	0.0164	0.3124
c002149	Adigitifer	0.0024	0.0474	0.0508
c002150	Adigitifer	0.0068	0.0218	0.3140
c002155	Adigitifer	0.0061	0.0334	0.1832
c002158	Adigitifer	0.0006	0.0313	0.0204
c002159	Adigitifer	0.0014	0.0229	0.0596
c002161	Adigitifer	0.0014	0.0228	0.0615
c002168	Adigitifer	0.0051	0.0208	0.2426
c002170p	Adigitifer	0.0039	0.0336	0.1167
c002171m	Adigitifer	0.0019	0.0325	0.0598
c002171p	Adigitifer	0.0024	0.0058	0.4185
c002178	Adigitifer	0.0137	0.0433	0.3157
c002181	Adigitifer	0.0058	0.0782	0.0745
c002182	Adigitifer	0.0008	0.0454	0.0170
c002183	Adigitifer	0.0013	0.0207	0.0646
c002185m	Adigitifer	0.0015	0.0163	0.0946
c002187	Adigitifer	0.0168	0.0346	0.4845
c002190	Adigitifer	0.0115	0.0329	0.3490
c002193	Adigitifer	0.0099	0.0331	0.3000
c002195p	Adigitifer	0.0043	0.0274	0.1571
c002198	Adigitifer	0.0065	0.0278	0.2333
c002199	Adigitifer	0.0090	0.0324	0.2779
c002200	Adigitifer	0.0062	0.0601	0.1035
c002204	Adigitifer	0.0007	0.0321	0.0219
c002205	Adigitifer	0.0051	0.0356	0.1446
c002207m	Adigitifer	0.0043	0.0661	0.0651
c002216	Adigitifer	0.0070	0.0254	0.2773
c002219m	Adigitifer	0.0061	0.0241	0.2509
c002219p	Adigitifer	0.0101	0.0361	0.2811
c002220	Adigitifer	0.0515	0.1939	0.2658
c002223	Adigitifer	0.0012	0.0140	0.0843
c002225p	Adigitifer	0.0015	0.0158	0.0923
c002226	Adigitifer	0.0079	0.0190	0.4161
c002228p	Adigitifer	0.0000	0.0186	0.0010
c002230	Adigitifer	0.0012	0.0234	0.0526
c002231	Adigitifer	0.4476	64.9833	0.0069
c002232	Adigitifer	0.0064	0.0287	0.2243
c002235	Adigitifer	0.0023	0.0157	0.1429
c002237	Adigitifer	0.0060	0.0379	0.1577
c002239	Adigitifer	0.0021	0.0105	0.2031
c002242	Adigitifer	0.0026	0.0212	0.1218
c002246	Adigitifer	0.0091	0.0083	1.0971
c002249	Adigitifer	0.0097	0.0317	0.3060
c002250	Adigitifer	0.0001	0.0565	0.0010
c002251m	Adigitifer	0.0059	0.0327	0.1797
c002251p	Adigitifer	0.0023	0.0159	0.1437
c002252	Adigitifer	0.0069	0.0304	0.2274
c002260	Adigitifer	0.0012	0.0215	0.0568
c002264p	Adigitifer	0.0046	0.0558	0.0823
c002269	Adigitifer	0.0004	0.0290	0.0154
c002271	Adigitifer	0.0000	0.0000	0.0010
c002272p	Adigitifer	0.0116	0.0053	2.2003
c002274m	Adigitifer	0.0021	0.0077	0.2777
c002274p	Adigitifer	0.0001	0.0517	0.0010
c002283	Adigitifer	0.0028	0.0103	0.2720
c002284	Adigitifer	0.0041	0.0102	0.4077
c002288m	Adigitifer	0.0094	0.0295	0.3206
c002288p	Adigitifer	0.0020	0.0270	0.0749
c002291	Adigitifer	0.0103	0.0191	0.5391
c002293m	Adigitifer	0.0034	0.0468	0.0733
c002303p	Adigitifer	0.0112	0.0288	0.3905
c002312	Adigitifer	0.0059	0.0147	0.3980
c002315	Adigitifer	0.0000	0.0102	0.0010
c002317	Adigitifer	0.0041	0.0153	0.2672
c002318m	Adigitifer	0.0000	0.0223	0.0010
c002319	Adigitifer	0.0031	0.0101	0.3130
c002320m	Adigitifer	0.0121	0.0251	0.4835
c002324	Adigitifer	0.0028	0.0132	0.2119
c002326	Adigitifer	0.0047	0.0355	0.1333
c002327	Adigitifer	0.0005	0.0442	0.0109
c002328	Adigitifer	0.0013	0.0210	0.0618
c002329	Adigitifer	0.0008	0.0437	0.0193
c002332	Adigitifer	0.0000	0.0109	0.0010
c002345	Adigitifer	0.0089	0.0411	0.2162
c002348	Adigitifer	0.0021	0.0158	0.1317
c002350m	Adigitifer	0.0046	0.0269	0.1693
c002351	Adigitifer	0.0007	0.0231	0.0312
c002352	Adigitifer	0.0077	0.0291	0.2654
c002359	Adigitifer	0.0125	0.0132	0.9475
c002367	Adigitifer	0.0017	0.0231	0.0741
c002371	Adigitifer	0.0000	0.0330	0.0010
c002373m	Adigitifer	0.0013	0.0179	0.0749
c002375	Adigitifer	0.0065	0.0289	0.2263
c002378	Adigitifer	0.0055	0.0119	0.4609
c002379	Adigitifer	0.0126	0.0482	0.2614
c002380	Adigitifer	0.0010	0.0453	0.0225
c002382	Adigitifer	0.0009	0.0160	0.0557
c002385	Adigitifer	0.0016	0.0300	0.0527
c002386	Adigitifer	0.0015	0.0071	0.2120
c002387m	Adigitifer	0.0050	0.0263	0.1888
c002392	Adigitifer	0.0092	0.0476	0.1935
c002393	Adigitifer	0.0000	0.0368	0.0010
c002395	Adigitifer	0.0016	0.0463	0.0347
c002397	Adigitifer	0.0024	0.0288	0.0819
c002403	Adigitifer	0.0000	0.0216	0.0010
c002405	Adigitifer	0.0089	0.0239	0.3699
c002407	Adigitifer	0.0006	0.0125	0.0494
c002409	Adigitifer	0.0018	0.0179	0.0986
c002410	Adigitifer	0.0016	0.0522	0.0314
c002417	Adigitifer	0.0062	0.0274	0.2265
c002418p	Adigitifer	0.0017	0.0097	0.1745
c002419	Adigitifer	0.0021	0.0327	0.0643
c002425	Adigitifer	0.0037	0.0064	0.5798
c002428m	Adigitifer	0.0014	0.0393	0.0369
c002429	Adigitifer	0.0050	0.0288	0.1748
c002431m	Adigitifer	0.0000	0.0092	0.0010
c002431p	Adigitifer	0.0018	0.0352	0.0521
c002432	Adigitifer	0.0028	0.0177	0.1564
c002434m	Adigitifer	0.0055	0.0365	0.1512
c002437p	Adigitifer	0.0040	0.0449	0.0902
c002438m	Adigitifer	0.0018	0.0275	0.0661
c002440m	Adigitifer	0.0048	0.0204	0.2329
c002441	Adigitifer	0.0048	0.0381	0.1252
c002450	Adigitifer	0.0008	0.0164	0.0501
c002451m	Adigitifer	0.0018	0.0338	0.0537
c002452	Adigitifer	0.0020	0.0185	0.1069
c002454	Adigitifer	0.0000	0.0397	0.0010
c002457	Adigitifer	0.0016	0.0250	0.0621
c002458m	Adigitifer	0.0038	0.0471	0.0813
c002458p	Adigitifer	0.0042	0.0425	0.0998
c002459	Adigitifer	0.0057	0.0368	0.1553
c002462	Adigitifer	0.0076	0.0272	0.2806
c002465	Adigitifer	0.0056	0.0262	0.2121
c002467	Adigitifer	0.0066	0.0280	0.2362
c002469m	Adigitifer	0.0045	0.0216	0.2084
c002470	Adigitifer	0.0007	0.0329	0.0222
c002471	Adigitifer	0.0000	0.0221	0.0010
c002473	Adigitifer	0.0047	0.0252	0.1869
c002479	Adigitifer	0.0013	0.0275	0.0474
c002480p	Adigitifer	0.0059	0.0514	0.1156
c002481	Adigitifer	0.0037	0.0380	0.0966
c002485	Adigitifer	0.0028	0.0456	0.0613
c002486	Adigitifer	0.0013	0.0338	0.0390
c002487	Adigitifer	0.0305	0.0470	0.6499
c002491m	Adigitifer	0.0084	0.0227	0.3689
c002492	Adigitifer	0.0079	0.0372	0.2132
c002496	Adigitifer	0.0018	0.0261	0.0704
c002498	Adigitifer	0.0040	0.0700	0.0565
c002500	Adigitifer	0.0032	0.0156	0.2047
c002505	Adigitifer	0.0046	0.0276	0.1669
c002508	Adigitifer	0.0040	0.0461	0.0863
c002511p	Adigitifer	0.0147	0.0182	0.8093
c002512	Adigitifer	0.0097	0.0282	0.3432
c002515	Adigitifer	0.0031	0.0380	0.0805
c002516	Adigitifer	0.1125	0.5495	0.2047
c002517	Adigitifer	0.0355	0.0824	0.4305
c002518	Adigitifer	0.0021	0.0398	0.0527
c002528m	Adigitifer	0.0019	0.0114	0.1668
c002528p	Adigitifer	0.0036	0.0192	0.1874
c002530	Adigitifer	0.0086	0.0328	0.2629
c002531	Adigitifer	0.0020	0.0223	0.0901
c002534	Adigitifer	0.0270	0.0575	0.4699
c002535	Adigitifer	0.0062	0.0252	0.2452
c002538p	Adigitifer	0.0087	0.0362	0.2409
c002542	Adigitifer	0.0046	0.0328	0.1392
c002543	Adigitifer	0.0048	0.0192	0.2497
c002545	Adigitifer	0.0006	0.0120	0.0521
c002547	Adigitifer	0.0066	0.0256	0.2563
c002555m	Adigitifer	0.0113	0.0247	0.4597
c002563	Adigitifer	0.0016	0.0335	0.0480
c002564p	Adigitifer	0.0000	0.0316	0.0010
c002565	Adigitifer	0.0017	0.0134	0.1285
c002566	Adigitifer	0.0070	0.0308	0.2282
c002568m	Adigitifer	0.0014	0.0264	0.0539
c002568p	Adigitifer	0.0032	0.0390	0.0809
c002569	Adigitifer	0.0028	0.0211	0.1345
c002573	Adigitifer	0.0049	0.0234	0.2090
c002575m	Adigitifer	0.0059	0.0424	0.1391
c002578	Adigitifer	0.0037	0.0163	0.2273
c002579	Adigitifer	0.0026	0.0318	0.0811
c002584	Adigitifer	0.0051	0.0168	0.3052
c002590	Adigitifer	0.0079	0.0249	0.3183
c002593m	Adigitifer	0.0017	0.0458	0.0376
c002594m	Adigitifer	0.0026	0.0033	0.7805
c002594p	Adigitifer	0.0058	0.0346	0.1675
c002597	Adigitifer	0.0046	0.0513	0.0897
c002600	Adigitifer	0.0012	0.0459	0.0253
c002601p	Adigitifer	0.0017	0.0134	0.1277
c002604	Adigitifer	0.0016	0.0383	0.0409
c002605	Adigitifer	0.0104	0.0217	0.4776
c002608	Adigitifer	0.0068	0.0559	0.1219
c002609m	Adigitifer	0.0027	0.0115	0.2386
c002610	Adigitifer	0.0478	0.0720	0.6633
c002614	Adigitifer	0.0102	0.0665	0.1536
c002615	Adigitifer	0.0010	0.0280	0.0356
c002616m	Adigitifer	0.0049	0.0522	0.0931
c002616p	Adigitifer	0.0011	0.0241	0.0461
c002618	Adigitifer	0.0055	0.0190	0.2898
c002619	Adigitifer	0.0057	0.0517	0.1108
c002623	Adigitifer	0.0020	0.0881	0.0229
c002627	Adigitifer	0.0028	0.0380	0.0748
c002629	Adigitifer	0.0062	0.0244	0.2546
c002630	Adigitifer	0.0340	0.0864	0.3934
c002632	Adigitifer	0.0038	0.0169	0.2232
c002634	Adigitifer	0.0146	0.0260	0.5625
c002636m	Adigitifer	0.0012	0.0325	0.0361
c002638p	Adigitifer	0.0051	0.0130	0.3937
c002639	Adigitifer	0.0060	0.0215	0.2776
c002640	Adigitifer	0.0049	0.0203	0.2433
c002645	Adigitifer	0.0037	0.0452	0.0811
c002654p	Adigitifer	0.0086	0.0273	0.3156
c002656	Adigitifer	0.0000	0.0183	0.0010
c002657	Adigitifer	0.0387	0.1914	0.2020
c002661	Adigitifer	0.0014	0.0244	0.0585
c002662	Adigitifer	0.0063	0.0072	0.8820
c002668	Adigitifer	0.0068	0.0317	0.2149
c002669m	Adigitifer	0.0091	0.0393	0.2304
c002672	Adigitifer	0.0079	0.0337	0.2342
c002674	Adigitifer	0.0147	0.0305	0.4834
c002678p	Adigitifer	0.1548	0.1881	0.8231
c002686	Adigitifer	0.0222	0.0341	0.6504
c002688	Adigitifer	0.0008	0.0239	0.0342
c002689	Adigitifer	0.0001	0.0646	0.0010
c002691p	Adigitifer	0.0000	0.0182	0.0010
c002692p	Adigitifer	0.0043	0.0387	0.1112
c002697m	Adigitifer	0.0015	0.0269	0.0556
c002697p	Adigitifer	0.0024	0.0403	0.0585
c002699	Adigitifer	0.0071	0.0172	0.4137
c002707	Adigitifer	0.0000	0.0114	0.0010
c002708m	Adigitifer	0.0161	0.0121	1.3284
c002717	Adigitifer	0.0019	0.0228	0.0828
c002726	Adigitifer	0.0352	0.0758	0.4645
c002730	Adigitifer	0.0005	0.0304	0.0163
c002732m	Adigitifer	0.0066	0.0634	0.1043
c002733	Adigitifer	0.0027	0.0288	0.0944
c002735	Adigitifer	0.0076	0.0242	0.3118
c002739	Adigitifer	0.0020	0.0197	0.1013
c002740	Adigitifer	0.0019	0.0230	0.0845
c002742p	Adigitifer	0.0000	0.0494	0.0010
c002746	Adigitifer	0.0096	0.0341	0.2803
c002748	Adigitifer	0.0032	0.0482	0.0669
c002749	Adigitifer	0.0033	0.0252	0.1320
c002754	Adigitifer	0.0031	0.0460	0.0670
c002756	Adigitifer	0.0134	0.0435	0.3076
c002757	Adigitifer	0.0013	0.0339	0.0372
c002758	Adigitifer	0.0013	0.0169	0.0791
c002760	Adigitifer	0.0090	0.0247	0.3647
c002769p	Adigitifer	0.0120	0.0549	0.2191
c002770	Adigitifer	0.0031	0.0470	0.0664
c002777	Adigitifer	0.0000	0.0296	0.0010
c002780p	Adigitifer	0.0028	0.0136	0.2026
c002783m	Adigitifer	0.0219	0.0050	4.3502
c002785	Adigitifer	0.0056	0.0349	0.1599
c002786m	Adigitifer	0.0000	0.0462	0.0010
c002787	Adigitifer	0.0069	0.0281	0.2453
c002789	Adigitifer	0.0056	0.0274	0.2057
c002793	Adigitifer	0.0546	0.1238	0.4406
c002795	Adigitifer	0.0009	0.0266	0.0349
c002796	Adigitifer	0.0076	0.0268	0.2820
c002798p	Adigitifer	0.0053	0.0269	0.1977
c002799	Adigitifer	0.0088	0.0504	0.1746
c002801	Adigitifer	0.0103	0.0212	0.4841
c002803	Adigitifer	0.0054	0.0299	0.1807
c002806	Adigitifer	0.0008	0.0267	0.0284
c002812p	Adigitifer	0.0039	0.0538	0.0725
c002813	Adigitifer	0.0036	0.0354	0.1027
c002816	Adigitifer	0.0048	0.0233	0.2071
c002817	Adigitifer	0.0000	0.0277	0.0010
c002826m	Adigitifer	0.0046	0.0193	0.2374
c002826p	Adigitifer	0.0171	0.0180	0.9503
c002827	Adigitifer	0.0057	0.0271	0.2087
c002828p	Adigitifer	0.0043	0.0029	1.5075
c002829	Adigitifer	0.0477	0.0868	0.5493
c002830	Adigitifer	0.0005	0.0377	0.0139
c002833	Adigitifer	0.0001	0.0681	0.0010
c002841	Adigitifer	0.0104	0.0249	0.4180
c002844	Adigitifer	0.0006	0.0290	0.0222
c002855	Adigitifer	0.0042	0.0672	0.0622
c002858	Adigitifer	0.0690	0.0510	1.3534
c002859	Adigitifer	0.0049	0.0284	0.1714
c002861	Adigitifer	0.0016	0.0467	0.0336
c002862m	Adigitifer	0.0024	0.0454	0.0537
c002865	Adigitifer	0.0061	0.0388	0.1569
c002866m	Adigitifer	0.0034	0.0335	0.1028
c002867	Adigitifer	0.0000	0.0091	0.0010
c002871	Adigitifer	0.0033	0.0160	0.2087
c002874	Adigitifer	0.0126	0.0247	0.5094
c002875m	Adigitifer	0.0050	0.0343	0.1463
c002875p	Adigitifer	0.0149	0.0282	0.5270
c002876	Adigitifer	0.0008	0.0235	0.0322
c002877	Adigitifer	0.0008	0.0420	0.0198
c002878	Adigitifer	0.0116	0.0513	0.2260
c002880	Adigitifer	0.0051	0.0464	0.1097
c002882	Adigitifer	0.0068	0.0116	0.5841
c002883m	Adigitifer	0.0020	0.0178	0.1120
