title                    	CAI	CBI	Fop	
c008176                  	0.755	0.015	0.449	
c008170                  	0.753	0.084	0.481	
c008172                  	0.807	0.274	0.597	
c000360                  	0.757	0.053	0.455	
c000367                  	0.753	0.056	0.477	
c052397                  	0.818	0.171	0.568	
c052395                  	0.750	-0.133	0.391	
c049533                  	0.650	-0.085	0.389	
c049531                  	0.679	-0.126	0.369	
c018302                  	0.718	-0.042	0.416	
c036866                  	0.744	0.095	0.495	
c002581                  	0.723	0.033	0.425	
c042759                  	0.872	0.231	0.583	
c005502                  	0.721	0.067	0.447	
c005500                  	0.749	0.021	0.444	
c005506                  	0.739	0.047	0.456	
c033986                  	0.772	0.047	0.472	
c033984                  	0.786	0.319	0.607	
c003968m                 	0.790	0.189	0.567	
c003968p                 	0.744	0.058	0.455	
c037062                  	0.736	-0.003	0.444	
c028850                  	0.744	0.004	0.451	
c028855                  	0.730	-0.059	0.399	
c028856                  	0.722	0.019	0.453	
c005017m                 	0.766	0.114	0.499	
c006693                  	0.785	0.169	0.531	
c003485                  	0.751	0.056	0.467	
c004455                  	0.795	0.170	0.540	
c004453                  	0.779	0.011	0.450	
c004450                  	0.770	0.121	0.513	
c003844                  	0.753	0.031	0.466	
c003488                  	0.790	0.102	0.502	
c031050                  	0.759	0.089	0.510	
c009629                  	0.746	0.074	0.491	
c022761                  	0.748	0.100	0.490	
c018370                  	0.801	0.066	0.477	
c030986                  	0.790	0.118	0.500	
c030981                  	0.816	0.092	0.495	
c003952                  	0.791	0.212	0.560	
c003956                  	0.801	0.229	0.569	
c003954                  	0.740	0.009	0.451	
c003958                  	0.752	0.060	0.474	
c035367                  	0.751	0.030	0.470	
c020911                  	0.792	0.220	0.551	
c020913                  	0.751	0.068	0.479	
c020918                  	0.720	0.010	0.409	
c017675                  	0.819	0.217	0.556	
c038731                  	0.783	0.058	0.462	
c003711m                 	0.816	0.246	0.563	
c038730                  	0.720	0.085	0.474	
c007530                  	0.754	0.100	0.496	
c025660                  	0.677	-0.161	0.345	
c025324                  	0.684	-0.003	0.408	
c037054                  	0.686	0.045	0.440	
c025322                  	0.725	-0.072	0.410	
c003188                  	0.754	0.094	0.475	
c003189                  	0.784	0.184	0.539	
c034571                  	0.844	0.166	0.538	
c034576                  	0.741	0.086	0.489	
c034574                  	0.814	0.307	0.591	
c034579                  	0.731	0.071	0.479	
c000530m                 	0.660	-0.187	0.325	
c000781m                 	0.738	0.098	0.485	
c025594                  	0.758	0.100	0.494	
c011065                  	0.806	0.149	0.508	
c022487                  	0.772	0.118	0.505	
c011062                  	0.731	0.047	0.470	
c011068                  	0.786	0.136	0.511	
c008027                  	0.733	0.052	0.479	
c035082                  	0.724	-0.215	0.347	
c026676                  	0.678	0.140	0.490	
c026674                  	0.711	0.130	0.522	
c017736                  	0.676	-0.065	0.400	
c017734                  	0.689	-0.054	0.390	
c017739                  	0.744	0.174	0.528	
c035893                  	0.804	0.250	0.591	
c043990                  	0.777	0.153	0.530	
c041940                  	0.761	0.597	0.783	
c023797                  	0.746	0.041	0.451	
c023795                  	0.715	0.158	0.517	
c023793                  	0.746	0.084	0.463	
c023799                  	0.691	-0.134	0.348	
c050394                  	0.738	0.276	0.604	
c027073                  	0.754	0.126	0.504	
c010336                  	0.778	0.068	0.493	
c017556                  	0.729	0.088	0.473	
c007845p                 	0.729	-0.019	0.430	
c012535                  	0.715	-0.129	0.382	
c010339                  	0.710	0.012	0.432	
c016869                  	0.707	-0.114	0.367	
c016864                  	0.789	0.108	0.511	
c016866                  	0.826	0.199	0.556	
c016860                  	0.727	0.064	0.475	
c010089                  	0.785	0.259	0.587	
c010084                  	0.728	0.097	0.488	
c010086                  	0.780	0.140	0.525	
c010080                  	0.738	0.037	0.463	
c010082                  	0.749	0.130	0.485	
c051627                  	0.792	0.163	0.520	
c054986                  	0.733	0.038	0.453	
c014506                  	0.778	0.055	0.470	
c014502                  	0.795	0.263	0.595	
c014508                  	0.788	0.156	0.540	
c003496                  	0.723	0.102	0.493	
c003494                  	0.758	0.085	0.488	
c011205                  	0.727	0.154	0.494	
c045411                  	0.812	0.225	0.577	
c013998                  	0.713	-0.034	0.418	
c013993                  	0.766	0.077	0.468	
c013991                  	0.726	0.228	0.517	
c009632                  	0.745	0.103	0.494	
c043562                  	0.746	-0.119	0.400	
c009143p                 	0.783	0.144	0.519	
c043564                  	0.773	-0.034	0.434	
c045537                  	0.734	0.089	0.477	
c005396                  	0.766	0.165	0.511	
c017839                  	0.747	0.198	0.527	
c010159                  	0.687	-0.106	0.357	
c005394                  	0.741	0.016	0.451	
c046139                  	0.736	-0.027	0.442	
c004235                  	0.761	0.088	0.475	
c028280                  	0.730	0.110	0.496	
c010153                  	0.778	-0.002	0.434	
c017835                  	0.723	0.254	0.541	
c021307                  	0.742	-0.027	0.416	
c021305                  	0.704	0.050	0.444	
c021303                  	0.787	0.131	0.509	
c012845                  	0.746	0.061	0.472	
c021309                  	0.747	0.059	0.476	
c045294                  	0.727	-0.149	0.341	
c038865                  	0.816	0.096	0.500	
c024388                  	0.741	0.226	0.565	
c046798                  	0.697	-0.144	0.358	
c047262                  	0.775	0.108	0.531	
c018141                  	0.737	-0.033	0.409	
c041548                  	0.769	0.270	0.596	
c044797                  	0.786	0.111	0.492	
c044793                  	0.761	0.197	0.553	
c008891p                 	0.787	0.103	0.504	
c045978                  	0.705	0.092	0.486	
c042370                  	0.732	-0.101	0.392	
c052623                  	0.731	-0.147	0.371	
c044242                  	0.742	-0.005	0.435	
c044240                  	0.712	0.078	0.462	
c044246                  	0.740	-0.063	0.436	
c019895                  	0.738	-0.083	0.394	
c019897                  	0.789	0.154	0.522	
c032710                  	0.744	-0.004	0.430	
c019899                  	0.716	0.005	0.422	
c000124m                 	0.773	0.075	0.478	
c037515                  	0.759	0.008	0.430	
c028289                  	0.722	0.127	0.520	
c035916                  	0.735	0.051	0.456	
c035912                  	0.760	-0.037	0.417	
c003372                  	0.764	0.156	0.505	
c031615                  	0.808	0.153	0.528	
c031617                  	0.785	-0.031	0.411	
c017948                  	0.759	0.111	0.491	
c026023                  	0.751	0.029	0.436	
c007941m                 	0.750	-0.017	0.445	
c001934m                 	0.742	0.133	0.508	
c001934p                 	0.779	0.135	0.515	
c030258                  	0.750	0.069	0.486	
c030252                  	0.709	-0.197	0.339	
c038087                  	0.758	0.076	0.483	
c022456m                 	0.818	0.401	0.656	
c000959                  	0.785	0.052	0.460	
c000953                  	0.772	0.105	0.511	
c000957                  	0.745	0.082	0.484	
c000955                  	0.775	0.146	0.522	
c001604                  	0.766	0.072	0.484	
c001601                  	0.753	0.185	0.519	
c001602                  	0.717	0.049	0.444	
c001608                  	0.731	-0.003	0.436	
c025654                  	0.757	0.031	0.455	
c025653                  	0.784	0.050	0.473	
c034774                  	0.743	0.009	0.440	
c001938m                 	0.733	0.033	0.456	
c032739                  	0.729	0.105	0.497	
c032735                  	0.773	0.115	0.500	
c039879                  	0.738	0.030	0.430	
c034889                  	0.809	0.178	0.529	
c003775                  	0.774	0.118	0.507	
c039871                  	0.681	-0.176	0.338	
c007602                  	0.774	0.192	0.527	
c007604                  	0.727	0.002	0.444	
c012781                  	0.776	0.203	0.564	
c007608                  	0.737	0.010	0.451	
c012785                  	0.733	0.042	0.474	
c012787                  	0.796	0.187	0.535	
c019770                  	0.673	-0.141	0.353	
c019776                  	0.745	0.054	0.475	
c032483                  	0.807	0.205	0.551	
c032485                  	0.769	0.018	0.467	
c032487                  	0.730	-0.087	0.393	
c026307                  	0.770	0.015	0.457	
c029171                  	0.775	0.247	0.570	
c033287                  	0.844	0.131	0.529	
c033281                  	0.745	0.197	0.533	
c026308                  	0.727	0.034	0.434	
c048050                  	0.699	-0.045	0.395	
c045668                  	0.692	0.113	0.521	
c004063                  	0.770	0.094	0.481	
c004061                  	0.697	-0.042	0.403	
c004067                  	0.751	0.086	0.490	
c049985                  	0.786	0.092	0.500	
c049981                  	0.741	0.095	0.490	
c012824m                 	0.773	0.091	0.503	
c040172                  	0.796	0.085	0.505	
c009124                  	0.772	0.133	0.509	
c009126                  	0.780	0.187	0.540	
c009120                  	0.767	0.024	0.459	
c009122                  	0.791	0.191	0.530	
c009128                  	0.771	0.131	0.510	
c002960                  	0.768	0.084	0.492	
c002962                  	0.739	0.092	0.482	
c005739                  	0.755	0.076	0.475	
c005734                  	0.779	0.102	0.490	
c005736                  	0.797	0.117	0.506	
c005730                  	0.806	0.282	0.607	
c010260p                 	0.750	-0.082	0.409	
c009293                  	0.810	0.186	0.512	
c009291                  	0.781	0.071	0.484	
c009297                  	0.721	0.034	0.439	
c009298                  	0.783	0.013	0.466	
c023167                  	0.804	0.240	0.551	
c006725                  	0.710	0.260	0.575	
c035756                  	0.834	0.307	0.621	
c020230                  	0.763	0.044	0.478	
c020234                  	0.805	0.186	0.544	
c020236                  	0.798	0.311	0.601	
c035757                  	0.746	0.104	0.486	
c009876                  	0.777	0.106	0.499	
c009874                  	0.717	0.114	0.481	
c009872                  	0.800	0.190	0.549	
c029405                  	0.708	0.153	0.523	
c009878                  	0.782	0.143	0.509	
c042615                  	0.740	0.012	0.431	
c008658m                 	0.838	0.129	0.526	
c029406                  	0.734	0.196	0.537	
c021142                  	0.733	0.025	0.448	
c021146                  	0.757	0.101	0.517	
c021148                  	0.749	-0.095	0.393	
c050971                  	0.740	0.107	0.500	
c003268                  	0.787	0.116	0.509	
c024247                  	0.779	0.083	0.488	
c024241                  	0.778	0.220	0.576	
c024243                  	0.723	-0.020	0.428	
c037953                  	0.790	0.114	0.514	
c001178p                 	0.730	-0.217	0.333	
c001178m                 	0.744	0.054	0.457	
c016259                  	0.743	0.019	0.457	
c016257                  	0.755	0.034	0.455	
c016255                  	0.729	0.013	0.454	
c001651m                 	0.771	0.103	0.489	
c042210                  	0.760	-0.075	0.406	
c044003                  	0.750	0.030	0.469	
c001143m                 	0.801	0.182	0.549	
c037956                  	0.733	0.051	0.451	
c016785                  	0.721	0.036	0.447	
c016781                  	0.766	0.027	0.469	
c016783                  	0.757	0.050	0.475	
c016788                  	0.741	0.161	0.515	
c003419p                 	0.808	0.179	0.534	
c025116                  	0.788	0.151	0.517	
c025112                  	0.746	0.053	0.459	
c025110                  	0.789	0.206	0.554	
c023459                  	0.804	0.022	0.493	
c014091                  	0.709	0.077	0.478	
c014097                  	0.797	0.268	0.580	
c023451                  	0.711	0.085	0.487	
c023453                  	0.739	0.035	0.447	
