Amillepora_PRO.fas	Adigitifera_PRO.fas	Aelegantissima_PRO.fas	Ahyacinthus_PRO.fas	Apallida_PRO.fas	Apalmata_PRO.fas	Atenuis_PRO.fas	Fscutaria_PRO.fas	Mauretenra_PRO.fas	Mcavernosa_PRO.fas	Mfaveolata_PRO.fas	Nvectensis_PRO.fas	Pastreoides_PRO.fas	Pcarnosus_PRO.fas	Pdaedalea_PRO.fas	Pdamicornis_PRO.fas	Pstrigosa_PRO.fas	Shystrix_PRO.fas	Spistillata_PRO.fas	Ssiderea_PRO.fas
c013316	adi_EST_assem_5099	NA	NA	NA	Contig_6273	NA	comp45248_c0_seq1	NA	comp26175_c1_seq1	NA	NA	isotig05774	NA	NA	NA	NA	NA	NA	comp251467_c0_seq1
c025424	adi_EST_assem_16892	NA	NA	NA	Contig_39393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c023343	adi_EST_assem_4109	NA	NA	NA	Contig_20682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp237661_c0_seq1
c010275	adi_EST_assem_6587	NA	NA	NA	Contig_8579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c009397	adi_EST_assem_3016	NA	NA	NA	NA	NA	NA	NA	comp58405_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp246294_c0_seq1
c015003	NA	NA	NA	NA	Contig_15132	NA	NA	NA	NA	NA	NA	isotig03817	NA	NA	NA	NA	NA	NA	comp253963_c1_seq1
c009392	adi_EST_assem_2639	NA	NA	NA	NA	isotig14591	comp1515_c7_seq2	NA	comp55971_c0_seq1	NA	NA	NA	NA	c10326_g1_i1	NA	NA	NA	NA	comp245695_c0_seq13
c020641	NA	NA	NA	NA	NA	NA	NA	comp12584_c0_seq1	NA	NA	NA	NA	Unigene71569_Mix_Normal_N	NA	NA	comp25688_c0_seq1	comp12448_c0_seq14	NA	NA
c020643	adi_EST_assem_9177	NA	isotig04617	NA	Contig_9593	NA	NA	comp40195_c0_seq1	NA	NA	NA	NA	Unigene34536_Mix_Normal_N	c17256_g1_i2	NA	comp29315_c0_seq1	comp14013_c0_seq1	NA	NA
c003357p	adi_EST_assem_9229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp251330_c0_seq1
c004615	NA	NA	NA	NA	NA	NA	NA	NA	comp101920_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp251990_c0_seq3
c013816p	adi_EST_assem_3403	comp9071_c0_seq3	NA	NA	Contig_8750	NA	comp4069_c0_seq2	NA	NA	NA	NA	NA	Unigene67807_Mix_Normal_N	c4486_g1_i2	bu_91849.1_c1251	comp17075_c0_seq1	comp61492_c0_seq1	Spi_isotig07254	comp238539_c0_seq2
c027911	adi_EST_assem_22623	NA	NA	NA	NA	NA	NA	comp92682_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp254575_c0_seq7
c027917	adi_EST_assem_26759	NA	NA	NA	Contig_12934	isotig05350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c021518	adi_EST_assem_365	NA	isotig04952	NA	Contig_1794	isotig11465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c026500	adi_EST_assem_6158	NA	NA	NA	Contig_41789	NA	comp19929_c0_seq1	NA	NA	NA	NA	NA	Unigene86059_Mix_Normal_N	NA	NA	NA	NA	NA	NA
c001566	adi_EST_assem_8377	NA	NA	NA	Contig_9789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c012922	adi_EST_assem_7540	NA	NA	NA	NA	NA	NA	comp8727_c0_seq1	comp31934_c0_seq2	NA	NA	NA	Unigene73156_Mix_Normal_N	c16715_g1_i1	bu_91849.1_c22601	comp48373_c0_seq1	comp6019_c0_seq3	NA	comp261619_c0_seq3
c031627	NA	NA	isotig07049	NA	NA	isotig23131	comp151191_c0_seq1	NA	NA	NA	jgi|Nemve1|95962|e_gw.41.120.1	NA	NA	NA	NA	NA	NA	NA	NA
c015578	adi_EST_assem_17272	NA	NA	NA	NA	NA	NA	comp113484_c0_seq1	comp111955_c0_seq1	NA	NA	NA	NA	NA	bu_91849.1_c26933	NA	NA	NA	NA
c015576	adi_EST_assem_11431	NA	isotig04428	NA	Contig_19396	isotig09816	comp3758_c0_seq2	comp7678_c0_seq1	NA	NA	jgi|Nemve1|86861|e_gw.14.28.1	NA	CL182.Contig2_Mix_Normal_N	NA	NA	comp7128_c0_seq1	NA	NA	comp262946_c0_seq1
c015575	adi_EST_assem_3042	comp3781_c0_seq1	isotig04717	NA	Contig_4327	isotig03503	comp3068_c0_seq1	comp64938_c0_seq1	NA	CCHW3192.b1	jgi|Nemve1|166728|estExt_gwp.C_770095	isotig06309	Unigene18129_Mix_Normal_N	c14520_g1_i2	NA	comp2907_c0_seq1	comp3831_c2_seq4	Spi_isotig08255	comp229716_c0_seq1
c011662	adi_EST_assem_4901	NA	NA	NA	Contig_36340	isotig12754	NA	comp7721_c0_seq1	NA	CCHW10189.b1	NA	isotig08684	NA	c12224_g1_i1	bu_91849.1_lrc26325	comp9154_c0_seq1	comp2564_c1_seq1	Spi_isotig01746	NA
c011661	adi_EST_assem_3577	NA	NA	NA	Contig_1703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c011665	adi_EST_assem_10655	NA	NA	NA	Contig_23619	NA	NA	NA	comp57890_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c029842	adi_EST_assem_9826	NA	NA	NA	Contig_29144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c038541	adi_EST_assem_15680	NA	isotig00881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c014194	adi_EST_assem_13877	NA	NA	NA	Contig_8188	isotig09529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c014627	adi_EST_assem_5959	NA	NA	NA	Contig_9276	NA	NA	NA	comp29559_c0_seq17	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp256204_c1_seq46
c014623	adi_EST_assem_1148	NA	NA	NA	NA	NA	comp25189_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Spi_isotig02641	NA
c010536	adi_EST_assem_6525	NA	NA	NA	Contig_8716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c028078	adi_EST_assem_11184	NA	NA	NA	NA	NA	comp17707_c0_seq3	NA	NA	NA	NA	NA	NA	c16544_g1_i1	NA	NA	NA	NA	comp251406_c1_seq4
c001204m	NA	NA	NA	NA	Contig_11846	NA	NA	NA	NA	NA	jgi|Nemve1|122840|e_gw.193.60.1	NA	NA	NA	NA	NA	NA	NA	NA
c007830	adi_EST_assem_3386	NA	NA	NA	Contig_17581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c003710p	NA	NA	isotig07651	NA	Contig_39795	isotig15044	comp877_c1_seq1	comp585_c0_seq1	comp3329_c1_seq2	NA	jgi|Nemve1|175253|estExt_gwp.C_3760026	isotig10889	Unigene136643_Mix_Normal_N	c13439_g1_i2	bu_91849.1_c19827	comp1124_c0_seq1	NA	Spi_isotig11386	comp227374_c0_seq1
c008287	adi_EST_assem_1361	NA	NA	Locus_27502_Transcript_1/2_Confidence_1.000_Length_1976	Contig_19595	NA	comp22414_c0_seq1	comp34549_c0_seq1	NA	NA	jgi|Nemve1|112850|e_gw.114.33.1	NA	NA	NA	NA	NA	NA	NA	comp258836_c0_seq12
c008289	adi_EST_assem_3966	NA	NA	NA	Contig_42401	NA	comp24378_c0_seq1	comp22407_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c008176	adi_EST_assem_142	NA	NA	NA	Contig_27666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c008170	adi_EST_assem_9173	NA	NA	NA	Contig_23084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c018302	adi_EST_assem_5150	NA	NA	NA	Contig_21185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c005506	adi_EST_assem_4378	NA	NA	NA	Contig_2452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c004455	adi_EST_assem_7925	NA	NA	NA	Contig_17717	isotig10231	comp41447_c0_seq1	NA	NA	NA	NA	NA	NA	c17422_g1_i1	NA	NA	NA	NA	comp260324_c3_seq2
c004453	adi_EST_assem_3834	NA	NA	NA	Contig_4478	NA	comp210_c0_seq1	NA	NA	NA	NA	NA	Unigene46952_Mix_Normal_N	NA	bu_91849.1_c3930	comp1375_c0_seq1	NA	NA	comp255454_c0_seq1
c004450	adi_EST_assem_18116	NA	NA	NA	Contig_7732	NA	NA	NA	comp85329_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c009629	NA	NA	NA	NA	Contig_38961	NA	comp108955_c0_seq1	NA	NA	NA	NA	NA	NA	NA	bu_91849.1_c25438	NA	NA	NA	comp229187_c0_seq1
c018370	NA	NA	NA	NA	NA	NA	NA	comp10962_c0_seq1	comp1420_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c030981	NA	NA	NA	NA	F66KHFO02FJXHJ	NA	comp172559_c0_seq1	comp15486_c0_seq7	NA	NA	NA	isotig04165	Unigene19278_Mix_Normal_N	c13654_g1_i2	NA	comp21313_c0_seq3	NA	NA	comp260498_c1_seq27
c003952	adi_EST_assem_231	NA	NA	Locus_2349_Transcript_1/1_Confidence_0.000_Length_6715	Contig_14467	NA	comp32547_c0_seq1	NA	comp25571_c0_seq1	NA	NA	NA	Unigene139750_Mix_Normal_N	NA	bu_91849.1_c4819	NA	comp18030_c0_seq2	NA	comp234122_c0_seq3
c003958	NA	NA	NA	NA	NA	NA	NA	NA	comp24956_c0_seq3	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp249580_c1_seq1
c020911	adi_EST_assem_19918	NA	NA	NA	Contig_39264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c020913	adi_EST_assem_13206	NA	isotig07019	NA	Contig_9266	isotig26323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c017675	adi_EST_assem_12486	NA	NA	NA	Contig_20337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c003188	adi_EST_assem_7473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp255465_c1_seq3
c022487	adi_EST_assem_13017	NA	NA	NA	Contig_16953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c011068	adi_EST_assem_1732	NA	NA	NA	Contig_38155	NA	NA	comp38679_c0_seq1	NA	NA	NA	NA	NA	NA	NA	comp26251_c0_seq1	NA	NA	comp255684_c0_seq9
c010339	adi_EST_assem_26033	NA	NA	NA	Contig_36475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c016866	adi_EST_assem_2844	NA	NA	NA	Contig_1758	isotig01181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp200392_c0_seq1
c016860	NA	NA	NA	NA	NA	NA	comp68901_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	comp249793_c0_seq1	NA	NA	NA
c014502	adi_EST_assem_28109	NA	NA	NA	Contig_36192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c014508	adi_EST_assem_15602	NA	NA	NA	Contig_42079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c003496	adi_EST_assem_8328	NA	NA	NA	Contig_35178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c003494	adi_EST_assem_5593	NA	NA	NA	NA	NA	NA	NA	comp12342_c0_seq1	NA	NA	NA	NA	NA	NA	NA	comp39351_c0_seq1	NA	comp262145_c0_seq1
c009632	adi_EST_assem_14050	NA	NA	NA	NA	isotig04793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp232137_c0_seq1
c017839	adi_EST_assem_30159	NA	GCKDGN103HHLXH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c010159	NA	NA	NA	NA	Contig_16359	NA	comp4323_c0_seq1	comp33222_c0_seq1	comp13233_c0_seq1	NA	NA	NA	Unigene137226_Mix_Normal_N	NA	bu_91849.1_c3003	comp10964_c0_seq1	comp9053_c0_seq1	Spi_isotig05907	comp237518_c0_seq1
c005394	adi_EST_assem_5288	NA	NA	NA	Contig_18982	NA	NA	comp34163_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c010153	NA	NA	NA	NA	Contig_522	NA	NA	NA	comp3939_c0_seq2	NA	NA	isotig05115	NA	NA	NA	comp3744_c1_seq2	comp1624_c0_seq4	NA	comp260582_c1_seq12
c021305	NA	NA	NA	NA	NA	isotig04165	NA	NA	NA	NA	jgi|Nemve1|160868|estExt_gwp.C_160254	NA	NA	NA	NA	NA	comp11834_c0_seq3	NA	NA
c019899	adi_EST_assem_3411	NA	NA	NA	Contig_3333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c035916	adi_EST_assem_8894	NA	isotig17278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c035912	adi_EST_assem_14645	NA	NA	NA	NA	isotig20061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c031615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unigene23896_Mix_Normal_N	NA	NA	NA	NA	NA	comp236474_c0_seq2
c000953	adi_EST_assem_9142	NA	NA	NA	Contig_40768	NA	NA	NA	comp18429_c0_seq1	NA	NA	NA	Unigene6266_Mix_Normal_N	NA	NA	NA	NA	NA	comp237883_c0_seq1
c025654	adi_EST_assem_29518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CL305.Contig1_Mix_Normal_N	c13774_g1_i5	NA	NA	NA	NA	NA
c001938m	adi_EST_assem_1004	NA	NA	NA	Contig_13313	isotig14827	comp12774_c0_seq1	comp12752_c0_seq1	NA	NA	NA	isotig06657	Unigene68846_Mix_Normal_N	c9772_g1_i1	bu_91849.1_c14305	comp13044_c0_seq2	comp5082_c0_seq6	Spi_isotig04913	comp240749_c0_seq3
c003775	adi_EST_assem_16271	NA	NA	NA	NA	NA	NA	NA	comp5811_c0_seq38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c007602	adi_EST_assem_3691	NA	NA	NA	Contig_37607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp257812_c0_seq1
c012785	adi_EST_assem_3368	comp961_c0_seq3	isotig04414	Locus_82457_Transcript_1/1_Confidence_0.000_Length_3041	Contig_6622	isotig14012	NA	NA	comp1716_c0_seq6	CCHW4495.b1	jgi|Nemve1|242285|estExt_fgenesh1_pg.C_610004	NA	Unigene17286_Mix_Normal_N	c16835_g1_i1	bu_91849.1_lrc24193	comp3935_c0_seq2	comp286_c0_seq1	Spi_isotig05692	NA
c032483	adi_EST_assem_22989	NA	GCKDGN101BTS10	NA	Contig_37139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c033287	adi_EST_assem_19169	NA	NA	NA	NA	NA	comp58710_c0_seq1	NA	NA	NA	NA	NA	Unigene119170_Mix_Normal_N	NA	NA	NA	NA	NA	comp251395_c0_seq2
c004063	adi_EST_assem_3468	NA	NA	NA	Contig_15826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c009126	adi_EST_assem_3842	NA	NA	NA	Contig_16941	NA	comp49725_c0_seq1	NA	NA	NA	jgi|Nemve1|81999|e_gw.5.118.1	NA	Unigene78674_Mix_Normal_N	NA	NA	NA	comp14240_c0_seq1	Spi_isotig08940	comp258607_c0_seq1
c005739	adi_EST_assem_6636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp256875_c0_seq2
c005734	adi_EST_assem_2731	NA	NA	NA	Contig_42393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c005736	adi_EST_assem_7173	NA	NA	NA	NA	isotig10178	NA	comp164182_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c010260p	adi_EST_assem_4705	NA	isotig12743	NA	NA	isotig04188	comp48126_c0_seq1	comp13363_c0_seq4	NA	CCHW5010.b1	NA	NA	NA	c14656_g1_i1	NA	comp38611_c0_seq1	NA	Spi_isotig07786	comp257178_c1_seq4
c009291	adi_EST_assem_2567	NA	NA	NA	Contig_41532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c009298	adi_EST_assem_2918	NA	NA	NA	Contig_35057	NA	NA	comp21118_c0_seq1	comp12245_c0_seq1	CCHW16727.b1	NA	isotig06190	Unigene78878_Mix_Normal_N	c1298_g1_i1	NA	comp11216_c0_seq2	NA	Spi_isotig08453	NA
c035756	adi_EST_assem_14477	NA	NA	NA	Contig_15757	NA	comp6348_c0_seq1	comp3625_c0_seq1	NA	NA	NA	NA	Unigene7488_Mix_Normal_N	c14958_g1_i2	NA	comp1603_c0_seq1	NA	Spi_isotig14550	comp234754_c0_seq2
c009876	adi_EST_assem_6105	NA	NA	NA	NA	NA	comp59445_c0_seq1	comp64375_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp258277_c0_seq4
c021142	NA	NA	NA	NA	Contig_35201	isotig13463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c003268	adi_EST_assem_22603	NA	NA	NA	Contig_41972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp251513_c0_seq2
c024247	adi_EST_assem_9762	NA	NA	NA	Contig_26758	NA	comp5400_c0_seq1	comp261227_c0_seq1	comp67224_c0_seq1	NA	jgi|Nemve1|202580|fgenesh1_pg.scaffold_36000057	NA	NA	c14765_g1_i2	bu_91849.1_c27370	NA	comp22023_c0_seq1	NA	NA
c001178m	adi_EST_assem_993	NA	NA	NA	Contig_36617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp245438_c0_seq1
c016257	adi_EST_assem_6998	comp9438_c0_seq2	NA	Locus_27169_Transcript_1/1_Confidence_0.000_Length_5722	Contig_11122	isotig10339	comp5203_c0_seq2	comp19857_c0_seq1	comp8237_c0_seq1	NA	jgi|Nemve1|243989|estExt_fgenesh1_pg.C_1030071	NA	Unigene24620_Mix_Normal_N	c13383_g1_i1	bu_91849.1_c16801	comp2045_c0_seq1	NA	NA	comp253993_c0_seq3
c001143m	NA	NA	NA	NA	NA	NA	comp42617_c0_seq2	NA	comp41648_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp258470_c0_seq1
c016783	NA	NA	NA	NA	NA	NA	NA	comp139844_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp245840_c0_seq1
c003419p	adi_EST_assem_14192	NA	NA	NA	Contig_7127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c025110	adi_EST_assem_20619	NA	isotig04919	NA	Contig_511	isotig12354	comp28684_c0_seq1	comp169058_c0_seq1	NA	NA	NA	NA	NA	NA	NA	comp38684_c0_seq2	NA	NA	comp260331_c2_seq25
c023459	adi_EST_assem_16342	NA	NA	Locus_67898_Transcript_1/1_Confidence_0.000_Length_997	Contig_14354	isotig31867	comp9090_c0_seq1	comp3188_c0_seq1	NA	NA	jgi|Nemve1|226211|fgenesh1_kg.scaffold_5000012	NA	Unigene139735_Mix_Normal_N	c12428_g1_i1	NA	comp4730_c0_seq1	NA	Spi_isotig14736	NA
c014091	NA	NA	NA	NA	NA	isotig14176	comp91955_c0_seq1	comp31076_c0_seq3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c014097	adi_EST_assem_19332	NA	NA	NA	Contig_5913	NA	NA	comp31106_c0_seq1	NA	CCHW4380.b1	NA	NA	Unigene154899_Mix_Normal_N	NA	bu_91849.1_c5701	comp27824_c0_seq3	comp14981_c0_seq1	Spi_isotig07748	comp236274_c0_seq1
c023451	adi_EST_assem_771	NA	isotig05746	NA	NA	isotig04817	comp4717_c0_seq1	comp3665_c0_seq1	NA	CCHW10184.b1	NA	isotig01380	Unigene17886_Mix_Normal_N	c11129_g1_i1	bu_91849.1_c155	NA	comp14809_c0_seq1	Spi_isotig06821	comp227619_c0_seq1
c010785	adi_EST_assem_10202	NA	isotig05547	NA	Contig_23154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c000423m	NA	NA	NA	NA	NA	NA	NA	NA	NA	CCHW9224.g1	NA	NA	NA	NA	NA	comp19056_c0_seq1	NA	NA	NA
c017676	NA	NA	NA	NA	Contig_32900	NA	comp105879_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp256928_c0_seq4
c012230	adi_EST_assem_13975	NA	NA	NA	Contig_39910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c010167	adi_EST_assem_1450	NA	NA	NA	Contig_42106	isotig02424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c010165	NA	comp16696_c0_seq1	isotig09502	NA	Contig_44	isotig12397	NA	comp1261_c0_seq1	comp2758_c1_seq2	CCHW6139.g1	jgi|Nemve1|199770|fgenesh1_pg.scaffold_17000059	isotig27440	Unigene115807_Mix_Normal_N	c15620_g2_i2	NA	comp432_c0_seq2	comp4772_c0_seq1	Spi_isotig10101	NA
c010163	adi_EST_assem_2667	NA	NA	NA	Contig_28840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c009154	adi_EST_assem_9436	NA	NA	NA	Contig_3240	NA	comp19030_c0_seq5	NA	NA	NA	NA	NA	Unigene71209_Mix_Normal_N	c8884_g1_i1	NA	NA	comp69970_c0_seq1	NA	comp250659_c0_seq8
c006716	adi_EST_assem_10218	NA	NA	NA	Contig_36978	isotig18255	NA	comp16538_c0_seq1	comp56616_c0_seq2	NA	NA	NA	NA	NA	bu_91849.1_c20352	comp26212_c0_seq1	comp29626_c0_seq1	Spi_isotig07510	NA
c006714	NA	NA	NA	NA	Contig_11398	NA	NA	NA	comp47876_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c026341	NA	NA	isotig05651	NA	Contig_37810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c007449	adi_EST_assem_3126	NA	isotig04447	NA	Contig_16923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c001935	adi_EST_assem_6613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp251695_c0_seq3
c007199	adi_EST_assem_2360	comp29928_c0_seq1	NA	Locus_92847_Transcript_1/1_Confidence_0.000_Length_3836	Contig_4613	isotig10625	NA	comp5962_c0_seq1	comp13635_c0_seq1	NA	jgi|Nemve1|238448|estExt_fgenesh1_pg.C_50262	NA	Unigene47754_Mix_Normal_N	c17661_g1_i3	bu_91849.1_c5378	comp6165_c0_seq1	comp10046_c0_seq1	NA	comp247870_c0_seq1
c007191	adi_EST_assem_6058	NA	NA	NA	Contig_344	NA	comp24639_c0_seq4	NA	NA	NA	NA	NA	Unigene126194_Mix_Normal_N	NA	NA	NA	NA	Spi_isotig05284	comp251532_c1_seq2
c007195	adi_EST_assem_15586	NA	NA	NA	Contig_11652	NA	NA	NA	comp4471_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp253447_c0_seq1
c020098	adi_EST_assem_10609	NA	NA	NA	Contig_30963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c012233	adi_EST_assem_4602	NA	NA	NA	Contig_37897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c052874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	isotig20029	NA	c28847_g1_i1	NA	NA	NA	NA	NA
c008797m	adi_EST_assem_3917	NA	NA	NA	Contig_39935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c008797p	adi_EST_assem_11451	NA	isotig06032	NA	Contig_633	NA	comp34911_c0_seq1	comp8990_c0_seq1	comp32852_c0_seq1	NA	NA	NA	Unigene33926_Mix_Normal_N	c10772_g1_i1	bu_91849.1_c22193	comp28366_c0_seq1	NA	Spi_isotig09813	NA
c024343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	isotig13735	Unigene21072_Mix_Normal_N	NA	NA	NA	NA	NA	comp251142_c1_seq5
c000822m	NA	NA	NA	NA	Contig_7884	NA	comp86851_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp257347_c0_seq25
c026800	NA	NA	isotig16675	NA	NA	isotig41186	comp1515_c8_seq256	NA	comp26691_c0_seq1	NA	NA	isotig21748	NA	NA	bu_91849.1_lrc25213	comp13654_c0_seq1	NA	Spi_isotig11484	NA
c004138	adi_EST_assem_4456	NA	NA	NA	Contig_9814	NA	comp19189_c0_seq1	NA	NA	NA	jgi|Nemve1|130381|e_gw.279.5.1	NA	NA	NA	NA	NA	NA	NA	comp248022_c0_seq4
c002345	adi_EST_assem_13507	NA	NA	NA	NA	NA	NA	comp39796_c0_seq3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp260466_c0_seq2
c037195	NA	NA	NA	NA	Contig_14417	isotig24501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c002348	adi_EST_assem_3768	NA	NA	NA	Contig_21791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c006454	adi_EST_assem_8698	NA	NA	NA	NA	NA	NA	NA	comp38451_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp254284_c0_seq1
c006452	adi_EST_assem_3543	NA	isotig06003	NA	Contig_10651	isotig11116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c004449p	NA	NA	NA	NA	Contig_31855	NA	comp29595_c0_seq1	comp30354_c0_seq2	comp43505_c0_seq1	NA	NA	NA	NA	c12448_g1_i1	bu_91849.1_c28239	comp45954_c0_seq1	NA	NA	comp239281_c0_seq1
c022128	adi_EST_assem_21060	NA	NA	NA	NA	isotig17735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c022127	NA	NA	NA	NA	Contig_12928	isotig14843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c000690	adi_EST_assem_824	NA	NA	NA	Contig_1217	NA	comp43613_c0_seq2	NA	comp21611_c0_seq6	NA	jgi|Nemve1|167719|estExt_gwp.C_920046	NA	Unigene78916_Mix_Normal_N	NA	NA	NA	NA	NA	comp255851_c0_seq2
c023696	adi_EST_assem_27426	NA	NA	NA	Contig_2123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
